,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect
61,near_left,Away,right,2.0,7.0,6.0,55421948,right,1.0,1.1990000000000125,Navigation,Near,Absolute,Left,flipper,1.0
62,near_right,Right,right,2.0,8.0,15.0,55421948,right,1.0,0.8639999999999759,Navigation,Near,Relative,Right,flipper,1.0
63,far_left,Away,right,2.0,9.0,4.0,55421948,right,1.0,0.9650000000000318,Navigation,Far,Absolute,Left,flipper,0.0
64,far_right,Away,left,2.0,10.0,5.0,55421948,right,0.0,1.1829999999999927,Navigation,Far,Absolute,Right,flipper,1.0
65,far_left,Right,left,2.0,11.0,12.0,55421948,left,1.0,1.2490000000000236,Navigation,Far,Relative,Left,flipper,1.0
66,far_left,Left,right,2.0,12.0,8.0,55421948,right,1.0,1.0989999999999895,Navigation,Far,Relative,Left,flipper,1.0
67,far_right,Right,left,2.0,13.0,13.0,55421948,left,1.0,0.7649999999999864,Navigation,Far,Relative,Right,flipper,1.0
68,near_left,Home,left,2.0,14.0,2.0,55421948,left,1.0,0.6500000000000341,Navigation,Near,Absolute,Left,flipper,1.0
69,near_left,Right,right,2.0,15.0,14.0,55421948,right,1.0,0.6829999999999927,Navigation,Near,Relative,Left,flipper,1.0
70,near_right,Away,left,3.0,0.0,7.0,55421948,left,1.0,0.7160000000000082,Navigation,Near,Absolute,Right,flipper,1.0
71,near_left,Home,left,3.0,1.0,2.0,55421948,left,1.0,0.7670000000000528,Navigation,Near,Absolute,Left,flipper,1.0
72,far_right,Home,right,3.0,2.0,1.0,55421948,left,0.0,0.5999999999999659,Navigation,Far,Absolute,Right,flipper,1.0
73,near_left,Right,right,3.0,3.0,14.0,55421948,right,1.0,0.9010000000000103,Navigation,Near,Relative,Left,flipper,1.0
74,far_left,Away,right,3.0,4.0,4.0,55421948,left,0.0,1.41700000000003,Navigation,Far,Absolute,Left,flipper,1.0
75,near_left,Away,right,3.0,5.0,6.0,55421948,left,0.0,0.7509999999999764,Navigation,Near,Absolute,Left,flipper,0.0
76,far_right,Left,right,3.0,6.0,9.0,55421948,left,0.0,1.066000000000031,Navigation,Far,Relative,Right,flipper,0.0
77,far_left,Left,right,3.0,7.0,8.0,55421948,right,1.0,1.1329999999999814,Navigation,Far,Relative,Left,flipper,1.0
78,near_left,Left,left,3.0,8.0,10.0,55421948,left,1.0,0.5489999999999782,Navigation,Near,Relative,Left,flipper,1.0
79,far_left,Right,left,3.0,9.0,12.0,55421948,left,1.0,0.7329999999999472,Navigation,Far,Relative,Left,flipper,1.0
80,far_left,Home,left,3.0,10.0,0.0,55421948,right,0.0,1.1320000000000618,Navigation,Far,Absolute,Left,flipper,1.0
81,near_right,Home,right,3.0,11.0,3.0,55421948,right,1.0,0.5149999999999864,Navigation,Near,Absolute,Right,flipper,1.0
82,far_right,Away,left,3.0,12.0,5.0,55421948,right,0.0,0.8170000000000073,Navigation,Far,Absolute,Right,flipper,1.0
83,far_right,Right,left,3.0,13.0,13.0,55421948,left,1.0,0.6329999999999245,Navigation,Far,Relative,Right,flipper,1.0
84,near_right,Left,left,3.0,14.0,11.0,55421948,left,1.0,0.4669999999999845,Navigation,Near,Relative,Right,flipper,1.0
85,near_right,Right,right,3.0,15.0,15.0,55421948,right,1.0,0.75,Navigation,Near,Relative,Right,flipper,1.0
22,far_left,Left,right,0.0,0.0,8.0,55572456,right,1.0,1.4840000000000373,Navigation,Far,Relative,Left,nonflipper,1.0
23,near_right,Left,left,0.0,1.0,11.0,55572456,left,1.0,0.6820000000000164,Navigation,Near,Relative,Right,nonflipper,1.0
24,far_left,Right,left,0.0,2.0,12.0,55572456,left,1.0,1.5509999999999875,Navigation,Far,Relative,Left,nonflipper,1.0
25,near_right,Right,right,0.0,3.0,15.0,55572456,right,1.0,0.6999999999999886,Navigation,Near,Relative,Right,nonflipper,1.0
26,far_right,Away,left,0.0,4.0,5.0,55572456,left,1.0,0.9499999999999886,Navigation,Far,Absolute,Right,nonflipper,1.0
27,far_left,Away,right,0.0,5.0,4.0,55572456,right,1.0,0.8849999999999909,Navigation,Far,Absolute,Left,nonflipper,1.0
28,near_right,Away,left,0.0,6.0,7.0,55572456,left,1.0,0.8500000000000227,Navigation,Near,Absolute,Right,nonflipper,1.0
29,near_left,Away,right,0.0,7.0,6.0,55572456,right,1.0,0.6170000000000186,Navigation,Near,Absolute,Left,nonflipper,1.0
30,near_left,Home,left,0.0,8.0,2.0,55572456,left,1.0,0.7170000000000414,Navigation,Near,Absolute,Left,nonflipper,1.0
31,far_right,Home,right,0.0,9.0,1.0,55572456,right,1.0,0.6500000000000341,Navigation,Far,Absolute,Right,nonflipper,1.0
32,far_right,Left,right,0.0,10.0,9.0,55572456,right,1.0,1.3840000000000146,Navigation,Far,Relative,Right,nonflipper,1.0
33,far_right,Right,left,0.0,11.0,13.0,55572456,left,1.0,0.9000000000000341,Navigation,Far,Relative,Right,nonflipper,1.0
34,near_left,Right,right,0.0,12.0,14.0,55572456,right,1.0,1.0339999999999918,Navigation,Near,Relative,Left,nonflipper,1.0
35,near_left,Left,left,0.0,13.0,10.0,55572456,left,1.0,0.6839999999999691,Navigation,Near,Relative,Left,nonflipper,1.0
36,near_right,Home,right,0.0,14.0,3.0,55572456,right,1.0,0.75,Navigation,Near,Absolute,Right,nonflipper,1.0
37,far_left,Home,left,0.0,15.0,0.0,55572456,left,1.0,0.8840000000000146,Navigation,Far,Absolute,Left,nonflipper,1.0
38,near_left,Away,right,1.0,0.0,6.0,55572456,right,1.0,0.7010000000000218,Navigation,Near,Absolute,Left,nonflipper,1.0
39,near_left,Left,left,1.0,1.0,10.0,55572456,left,1.0,0.6829999999999927,Navigation,Near,Relative,Left,nonflipper,1.0
40,far_right,Right,left,1.0,2.0,13.0,55572456,left,1.0,0.7339999999999804,Navigation,Far,Relative,Right,nonflipper,1.0
41,near_left,Home,left,1.0,3.0,2.0,55572456,left,1.0,0.7170000000000414,Navigation,Near,Absolute,Left,nonflipper,1.0
42,near_right,Away,left,1.0,4.0,7.0,55572456,left,1.0,0.7669999999999959,Navigation,Near,Absolute,Right,nonflipper,1.0
43,far_left,Home,left,1.0,5.0,0.0,55572456,left,1.0,0.7829999999999586,Navigation,Far,Absolute,Left,nonflipper,1.0
44,far_left,Left,right,1.0,6.0,8.0,55572456,right,1.0,1.1999999999999886,Navigation,Far,Relative,Left,nonflipper,1.0
45,near_right,Right,right,1.0,7.0,15.0,55572456,right,1.0,0.700999999999965,Navigation,Near,Relative,Right,nonflipper,1.0
46,far_right,Home,right,1.0,8.0,1.0,55572456,right,1.0,0.6999999999999886,Navigation,Far,Absolute,Right,nonflipper,1.0
47,far_left,Right,left,1.0,9.0,12.0,55572456,left,1.0,1.2510000000000332,Navigation,Far,Relative,Left,nonflipper,1.0
48,far_right,Left,right,1.0,10.0,9.0,55572456,right,1.0,0.9670000000000414,Navigation,Far,Relative,Right,nonflipper,1.0
49,near_left,Right,right,1.0,11.0,14.0,55572456,right,1.0,0.75,Navigation,Near,Relative,Left,nonflipper,1.0
50,far_left,Away,right,1.0,12.0,4.0,55572456,right,1.0,1.052000000000021,Navigation,Far,Absolute,Left,nonflipper,1.0
51,near_right,Left,left,1.0,13.0,11.0,55572456,left,1.0,0.6349999999999909,Navigation,Near,Relative,Right,nonflipper,1.0
52,far_right,Away,left,1.0,14.0,5.0,55572456,left,1.0,0.7509999999999764,Navigation,Far,Absolute,Right,nonflipper,1.0
53,near_right,Home,right,1.0,15.0,3.0,55572456,right,1.0,0.5499999999999545,Navigation,Near,Absolute,Right,nonflipper,1.0
54,near_right,Home,right,2.0,0.0,3.0,55572456,right,1.0,0.6499999999999773,Navigation,Near,Absolute,Right,nonflipper,1.0
55,far_right,Home,right,2.0,1.0,1.0,55572456,right,1.0,0.6169999999999618,Navigation,Far,Absolute,Right,nonflipper,1.0
56,far_left,Right,left,2.0,2.0,12.0,55572456,left,1.0,1.0339999999999918,Navigation,Far,Relative,Left,nonflipper,1.0
57,near_right,Left,left,2.0,3.0,11.0,55572456,left,1.0,1.350999999999999,Navigation,Near,Relative,Right,nonflipper,1.0
58,far_left,Left,right,2.0,4.0,8.0,55572456,right,1.0,1.2839999999999918,Navigation,Far,Relative,Left,nonflipper,1.0
59,far_right,Left,right,2.0,5.0,9.0,55572456,right,1.0,0.7669999999999959,Navigation,Far,Relative,Right,nonflipper,1.0
60,near_left,Right,right,2.0,6.0,14.0,55572456,right,1.0,1.1340000000000146,Navigation,Near,Relative,Left,nonflipper,1.0
61,far_right,Right,left,2.0,7.0,13.0,55572456,right,0.0,0.9329999999999928,Navigation,Far,Relative,Right,nonflipper,0.0
62,far_right,Away,left,2.0,8.0,5.0,55572456,left,1.0,0.9179999999999496,Navigation,Far,Absolute,Right,nonflipper,1.0
63,near_right,Away,left,2.0,9.0,7.0,55572456,left,1.0,0.7830000000000155,Navigation,Near,Absolute,Right,nonflipper,1.0
64,far_left,Home,left,2.0,10.0,0.0,55572456,left,1.0,0.7169999999999845,Navigation,Far,Absolute,Left,nonflipper,1.0
65,near_left,Away,right,2.0,11.0,6.0,55572456,right,1.0,0.6169999999999618,Navigation,Near,Absolute,Left,nonflipper,1.0
66,near_right,Right,right,2.0,12.0,15.0,55572456,right,1.0,0.700999999999965,Navigation,Near,Relative,Right,nonflipper,1.0
67,near_left,Left,left,2.0,13.0,10.0,55572456,left,1.0,0.6169999999999618,Navigation,Near,Relative,Left,nonflipper,1.0
68,far_left,Away,right,2.0,14.0,4.0,55572456,right,1.0,0.7669999999999959,Navigation,Far,Absolute,Left,nonflipper,1.0
69,near_left,Home,left,2.0,15.0,2.0,55572456,left,1.0,0.5830000000000268,Navigation,Near,Absolute,Left,nonflipper,1.0
70,near_left,Left,left,3.0,0.0,10.0,55572456,left,1.0,0.66700000000003,Navigation,Near,Relative,Left,nonflipper,1.0
71,far_right,Home,right,3.0,1.0,1.0,55572456,right,1.0,0.7180000000000177,Navigation,Far,Absolute,Right,nonflipper,1.0
72,near_right,Home,right,3.0,2.0,3.0,55572456,right,1.0,0.66700000000003,Navigation,Near,Absolute,Right,nonflipper,1.0
73,far_right,Right,left,3.0,3.0,13.0,55572456,left,1.0,0.9000000000000341,Navigation,Far,Relative,Right,nonflipper,1.0
74,far_right,Away,left,3.0,4.0,5.0,55572456,left,1.0,0.7839999999999918,Navigation,Far,Absolute,Right,nonflipper,1.0
75,near_right,Right,right,3.0,5.0,15.0,55572456,right,1.0,0.5499999999999545,Navigation,Near,Relative,Right,nonflipper,1.0
76,far_left,Away,right,3.0,6.0,4.0,55572456,right,1.0,0.6999999999999886,Navigation,Far,Absolute,Left,nonflipper,1.0
77,near_left,Home,left,3.0,7.0,2.0,55572456,left,1.0,0.6170000000000186,Navigation,Near,Absolute,Left,nonflipper,1.0
78,near_left,Away,right,3.0,8.0,6.0,55572456,right,1.0,0.5160000000000196,Navigation,Near,Absolute,Left,nonflipper,1.0
79,near_right,Away,left,3.0,9.0,7.0,55572456,left,1.0,0.5509999999999877,Navigation,Near,Absolute,Right,nonflipper,1.0
80,far_right,Left,right,3.0,10.0,9.0,55572456,right,1.0,1.0850000000000364,Navigation,Far,Relative,Right,nonflipper,1.0
81,far_left,Left,right,3.0,11.0,8.0,55572456,right,1.0,1.2839999999999918,Navigation,Far,Relative,Left,nonflipper,1.0
82,far_left,Home,left,3.0,12.0,0.0,55572456,left,1.0,0.7510000000000332,Navigation,Far,Absolute,Left,nonflipper,1.0
83,near_right,Left,left,3.0,13.0,11.0,55572456,left,1.0,0.6829999999999927,Navigation,Near,Relative,Right,nonflipper,1.0
84,far_left,Right,left,3.0,14.0,12.0,55572456,left,1.0,1.600999999999999,Navigation,Far,Relative,Left,nonflipper,1.0
85,near_left,Right,right,3.0,15.0,14.0,55572456,right,1.0,0.7669999999999959,Navigation,Near,Relative,Left,nonflipper,1.0
22,far_left,Home,left,0.0,0.0,0.0,56499208,right,0.0,1.2110000000000127,Navigation,Far,Absolute,Left,nonflipper,0.0
23,near_left,Away,right,0.0,1.0,6.0,56499208,right,1.0,0.6310000000000002,Navigation,Near,Absolute,Left,nonflipper,1.0
24,near_right,Away,left,0.0,2.0,7.0,56499208,left,1.0,0.7779999999999916,Navigation,Near,Absolute,Right,nonflipper,1.0
25,near_right,Right,right,0.0,3.0,15.0,56499208,right,1.0,0.5300000000000011,Navigation,Near,Relative,Right,nonflipper,1.0
26,near_left,Right,right,0.0,4.0,14.0,56499208,right,1.0,0.5130000000000052,Navigation,Near,Relative,Left,nonflipper,1.0
27,far_right,Home,right,0.0,5.0,1.0,56499208,left,0.0,0.9449999999999932,Navigation,Far,Absolute,Right,nonflipper,0.0
28,near_right,Home,right,0.0,6.0,3.0,56499208,right,1.0,0.7450000000000045,Navigation,Near,Absolute,Right,nonflipper,1.0
29,far_right,Away,left,0.0,7.0,5.0,56499208,right,0.0,1.046999999999997,Navigation,Far,Absolute,Right,nonflipper,0.0
30,near_left,Home,left,0.0,8.0,2.0,56499208,left,1.0,0.6809999999999832,Navigation,Near,Absolute,Left,nonflipper,1.0
31,far_left,Right,left,0.0,9.0,12.0,56499208,right,0.0,0.8289999999999793,Navigation,Far,Relative,Left,nonflipper,0.0
32,far_left,Left,right,0.0,10.0,8.0,56499208,left,0.0,1.0120000000000005,Navigation,Far,Relative,Left,nonflipper,0.0
33,far_left,Away,right,0.0,11.0,4.0,56499208,right,1.0,1.8400000000000036,Navigation,Far,Absolute,Left,nonflipper,1.0
34,far_right,Right,left,0.0,12.0,13.0,56499208,left,1.0,2.1890000000000214,Navigation,Far,Relative,Right,nonflipper,1.0
35,near_right,Left,left,0.0,13.0,11.0,56499208,left,1.0,0.9609999999999844,Navigation,Near,Relative,Right,nonflipper,1.0
36,far_right,Left,right,0.0,14.0,9.0,56499208,right,1.0,1.078000000000003,Navigation,Far,Relative,Right,nonflipper,1.0
37,near_left,Left,left,0.0,15.0,10.0,56499208,left,1.0,1.0619999999999834,Navigation,Near,Relative,Left,nonflipper,1.0
38,far_right,Left,right,1.0,0.0,9.0,56499208,right,1.0,0.8290000000000077,Navigation,Far,Relative,Right,nonflipper,1.0
39,far_left,Right,left,1.0,1.0,12.0,56499208,left,1.0,0.7450000000000045,Navigation,Far,Relative,Left,nonflipper,1.0
40,far_right,Right,left,1.0,2.0,13.0,56499208,left,1.0,1.4749999999999943,Navigation,Far,Relative,Right,nonflipper,1.0
41,far_left,Left,right,1.0,3.0,8.0,56499208,right,1.0,0.8309999999999889,Navigation,Far,Relative,Left,nonflipper,1.0
42,near_left,Right,right,1.0,4.0,14.0,56499208,right,1.0,0.6299999999999955,Navigation,Near,Relative,Left,nonflipper,1.0
43,near_right,Left,left,1.0,5.0,11.0,56499208,left,1.0,0.86099999999999,Navigation,Near,Relative,Right,nonflipper,1.0
44,near_left,Away,right,1.0,6.0,6.0,56499208,right,1.0,0.8290000000000077,Navigation,Near,Absolute,Left,nonflipper,1.0
45,far_right,Away,left,1.0,7.0,5.0,56499208,left,1.0,1.7099999999999795,Navigation,Far,Absolute,Right,nonflipper,1.0
46,far_left,Away,right,1.0,8.0,4.0,56499208,right,1.0,1.6910000000000025,Navigation,Far,Absolute,Left,nonflipper,1.0
47,near_left,Home,left,1.0,9.0,2.0,56499208,left,1.0,1.5919999999999843,Navigation,Near,Absolute,Left,nonflipper,1.0
48,far_left,Home,left,1.0,10.0,0.0,56499208,left,1.0,1.4269999999999925,Navigation,Far,Absolute,Left,nonflipper,1.0
49,far_right,Home,right,1.0,11.0,1.0,56499208,right,1.0,0.7300000000000182,Navigation,Far,Absolute,Right,nonflipper,1.0
50,near_right,Away,left,1.0,12.0,7.0,56499208,left,1.0,0.6800000000000068,Navigation,Near,Absolute,Right,nonflipper,1.0
51,near_right,Home,right,1.0,13.0,3.0,56499208,right,1.0,0.6810000000000401,Navigation,Near,Absolute,Right,nonflipper,1.0
52,near_right,Right,right,1.0,14.0,15.0,56499208,right,1.0,0.7469999999999573,Navigation,Near,Relative,Right,nonflipper,1.0
53,near_left,Left,left,1.0,15.0,10.0,56499208,left,1.0,0.7799999999999727,Navigation,Near,Relative,Left,nonflipper,1.0
54,far_left,Away,right,2.0,0.0,4.0,56499208,right,1.0,1.0439999999999827,Navigation,Far,Absolute,Left,nonflipper,1.0
55,far_right,Right,left,2.0,1.0,13.0,56499208,right,0.0,0.6800000000000068,Navigation,Far,Relative,Right,nonflipper,0.0
56,far_left,Left,right,2.0,2.0,8.0,56499208,right,1.0,1.9569999999999936,Navigation,Far,Relative,Left,nonflipper,1.0
57,near_right,Home,right,2.0,3.0,3.0,56499208,right,1.0,1.54200000000003,Navigation,Near,Absolute,Right,nonflipper,1.0
58,far_left,Right,left,2.0,4.0,12.0,56499208,left,1.0,1.2939999999999827,Navigation,Far,Relative,Left,nonflipper,1.0
59,far_right,Home,right,2.0,5.0,1.0,56499208,right,1.0,1.0610000000000357,Navigation,Far,Absolute,Right,nonflipper,1.0
60,near_left,Left,left,2.0,6.0,10.0,56499208,left,1.0,0.9279999999999972,Navigation,Near,Relative,Left,nonflipper,1.0
61,far_right,Away,left,2.0,7.0,5.0,56499208,left,1.0,1.3419999999999843,Navigation,Far,Absolute,Right,nonflipper,1.0
62,near_right,Away,left,2.0,8.0,7.0,56499208,left,1.0,1.1779999999999973,Navigation,Near,Absolute,Right,nonflipper,1.0
63,far_right,Left,right,2.0,9.0,9.0,56499208,left,0.0,0.9959999999999808,Navigation,Far,Relative,Right,nonflipper,0.0
64,near_left,Away,right,2.0,10.0,6.0,56499208,right,1.0,1.6410000000000196,Navigation,Near,Absolute,Left,nonflipper,1.0
65,near_left,Home,left,2.0,11.0,2.0,56499208,left,1.0,0.7130000000000223,Navigation,Near,Absolute,Left,nonflipper,1.0
66,near_right,Right,right,2.0,12.0,15.0,56499208,right,1.0,0.7450000000000045,Navigation,Near,Relative,Right,nonflipper,1.0
67,near_left,Right,right,2.0,13.0,14.0,56499208,right,1.0,0.6309999999999718,Navigation,Near,Relative,Left,nonflipper,1.0
68,far_left,Home,left,2.0,14.0,0.0,56499208,left,1.0,0.9630000000000224,Navigation,Far,Absolute,Left,nonflipper,1.0
69,near_right,Left,left,2.0,15.0,11.0,56499208,left,1.0,1.3930000000000289,Navigation,Near,Relative,Right,nonflipper,1.0
70,near_right,Home,right,3.0,0.0,3.0,56499208,right,1.0,0.7130000000000223,Navigation,Near,Absolute,Right,nonflipper,1.0
71,far_left,Away,right,3.0,1.0,4.0,56499208,right,1.0,0.9130000000000108,Navigation,Far,Absolute,Left,nonflipper,1.0
72,far_left,Home,left,3.0,2.0,0.0,56499208,left,1.0,1.1630000000000111,Navigation,Far,Absolute,Left,nonflipper,1.0
73,near_left,Home,left,3.0,3.0,2.0,56499208,left,1.0,0.84699999999998,Navigation,Near,Absolute,Left,nonflipper,1.0
74,near_right,Right,right,3.0,4.0,15.0,56499208,right,1.0,0.8460000000000036,Navigation,Near,Relative,Right,nonflipper,1.0
75,near_right,Left,left,3.0,5.0,11.0,56499208,left,1.0,0.7470000000000141,Navigation,Near,Relative,Right,nonflipper,1.0
76,far_left,Left,right,3.0,6.0,8.0,56499208,left,0.0,1.7570000000000048,Navigation,Far,Relative,Left,nonflipper,0.0
77,near_right,Away,left,3.0,7.0,7.0,56499208,left,1.0,1.2769999999999868,Navigation,Near,Absolute,Right,nonflipper,1.0
78,far_right,Left,right,3.0,8.0,9.0,56499208,right,1.0,1.9900000000000089,Navigation,Far,Relative,Right,nonflipper,1.0
79,near_left,Away,right,3.0,9.0,6.0,56499208,right,1.0,1.1110000000000468,Navigation,Near,Absolute,Left,nonflipper,1.0
80,far_right,Home,right,3.0,10.0,1.0,56499208,right,1.0,0.7459999999999809,Navigation,Far,Absolute,Right,nonflipper,1.0
81,near_left,Right,right,3.0,11.0,14.0,56499208,right,1.0,0.8470000000000368,Navigation,Near,Relative,Left,nonflipper,1.0
82,far_right,Away,left,3.0,12.0,5.0,56499208,left,1.0,0.8620000000000232,Navigation,Far,Absolute,Right,nonflipper,1.0
83,far_right,Right,left,3.0,13.0,13.0,56499208,right,0.0,0.6809999999999832,Navigation,Far,Relative,Right,nonflipper,0.0
84,near_left,Left,left,3.0,14.0,10.0,56499208,left,1.0,1.1779999999999973,Navigation,Near,Relative,Left,nonflipper,1.0
85,far_left,Right,left,3.0,15.0,12.0,56499208,left,1.0,1.691000000000031,Navigation,Far,Relative,Left,nonflipper,1.0
22,far_right,Away,left,0.0,0.0,5.0,56594642,right,0.0,0.968999999999994,Navigation,Far,Absolute,Right,flipper,1.0
23,far_right,Home,right,0.0,1.0,1.0,56594642,right,1.0,1.0870000000000175,Navigation,Far,Absolute,Right,flipper,0.0
24,far_left,Away,right,0.0,2.0,4.0,56594642,right,1.0,1.3530000000000086,Navigation,Far,Absolute,Left,flipper,0.0
25,far_left,Home,left,0.0,3.0,0.0,56594642,right,0.0,2.5740000000000123,Navigation,Far,Absolute,Left,flipper,1.0
26,far_right,Right,left,0.0,4.0,13.0,56594642,left,1.0,1.436999999999955,Navigation,Far,Relative,Right,flipper,1.0
27,far_left,Right,left,0.0,5.0,12.0,56594642,left,1.0,1.8050000000000068,Navigation,Far,Relative,Left,flipper,1.0
28,near_right,Left,left,0.0,6.0,11.0,56594642,left,1.0,0.617999999999995,Navigation,Near,Relative,Right,flipper,1.0
29,near_right,Home,right,0.0,7.0,3.0,56594642,right,1.0,0.8690000000000282,Navigation,Near,Absolute,Right,flipper,1.0
30,near_left,Right,right,0.0,8.0,14.0,56594642,right,1.0,0.7019999999999982,Navigation,Near,Relative,Left,flipper,1.0
31,near_left,Away,right,0.0,9.0,6.0,56594642,right,1.0,0.5679999999999836,Navigation,Near,Absolute,Left,flipper,1.0
32,far_left,Left,right,0.0,10.0,8.0,56594642,right,1.0,0.7189999999999941,Navigation,Far,Relative,Left,flipper,1.0
33,near_right,Away,left,0.0,11.0,7.0,56594642,left,1.0,0.9359999999999786,Navigation,Near,Absolute,Right,flipper,1.0
34,near_right,Right,right,0.0,12.0,15.0,56594642,right,1.0,0.7520000000000095,Navigation,Near,Relative,Right,flipper,1.0
35,far_right,Left,right,0.0,13.0,9.0,56594642,right,1.0,0.6689999999999827,Navigation,Far,Relative,Right,flipper,1.0
36,near_left,Left,left,0.0,14.0,10.0,56594642,left,1.0,0.5680000000000405,Navigation,Near,Relative,Left,flipper,1.0
37,near_left,Home,left,0.0,15.0,2.0,56594642,left,1.0,0.8519999999999754,Navigation,Near,Absolute,Left,flipper,1.0
38,far_left,Home,left,1.0,0.0,0.0,56594642,right,0.0,0.6850000000000023,Navigation,Far,Absolute,Left,flipper,1.0
39,near_right,Left,left,1.0,1.0,11.0,56594642,left,1.0,0.7350000000000136,Navigation,Near,Relative,Right,flipper,1.0
40,near_left,Away,right,1.0,2.0,6.0,56594642,right,1.0,0.8350000000000364,Navigation,Near,Absolute,Left,flipper,1.0
41,far_right,Right,left,1.0,3.0,13.0,56594642,left,1.0,0.9019999999999868,Navigation,Far,Relative,Right,flipper,1.0
42,far_right,Home,right,1.0,4.0,1.0,56594642,right,1.0,1.3029999999999973,Navigation,Far,Absolute,Right,flipper,0.0
43,near_right,Away,left,1.0,5.0,7.0,56594642,left,1.0,1.6870000000000118,Navigation,Near,Absolute,Right,flipper,1.0
44,far_left,Away,right,1.0,6.0,4.0,56594642,left,0.0,3.308999999999969,Navigation,Far,Absolute,Left,flipper,1.0
45,far_left,Left,right,1.0,7.0,8.0,56594642,right,1.0,1.0860000000000127,Navigation,Far,Relative,Left,flipper,1.0
46,far_left,Right,left,1.0,8.0,12.0,56594642,left,1.0,0.8859999999999673,Navigation,Far,Relative,Left,flipper,1.0
47,far_right,Away,left,1.0,9.0,5.0,56594642,right,0.0,1.3540000000000418,Navigation,Far,Absolute,Right,flipper,1.0
48,far_right,Left,right,1.0,10.0,9.0,56594642,right,1.0,1.2369999999999663,Navigation,Far,Relative,Right,flipper,1.0
49,near_right,Right,right,1.0,11.0,15.0,56594642,left,0.0,0.8190000000000168,Navigation,Near,Relative,Right,flipper,0.0
50,near_left,Home,left,1.0,12.0,2.0,56594642,left,1.0,2.088999999999998,Navigation,Near,Absolute,Left,flipper,1.0
51,near_left,Left,left,1.0,13.0,10.0,56594642,left,1.0,0.6689999999999827,Navigation,Near,Relative,Left,flipper,1.0
52,near_left,Right,right,1.0,14.0,14.0,56594642,right,1.0,0.6019999999999754,Navigation,Near,Relative,Left,flipper,1.0
53,near_right,Home,right,1.0,15.0,3.0,56594642,right,1.0,0.6170000000000186,Navigation,Near,Absolute,Right,flipper,1.0
54,far_left,Away,right,2.0,0.0,4.0,56594642,left,0.0,1.0860000000000127,Navigation,Far,Absolute,Left,flipper,1.0
55,far_left,Left,right,2.0,1.0,8.0,56594642,right,1.0,1.3029999999999973,Navigation,Far,Relative,Left,flipper,1.0
56,near_left,Left,left,2.0,2.0,10.0,56594642,left,1.0,0.7019999999999982,Navigation,Near,Relative,Left,flipper,1.0
57,near_left,Away,right,2.0,3.0,6.0,56594642,right,1.0,0.6850000000000023,Navigation,Near,Absolute,Left,flipper,1.0
58,far_right,Left,right,2.0,4.0,9.0,56594642,right,1.0,0.8530000000000086,Navigation,Far,Relative,Right,flipper,1.0
59,far_left,Right,left,2.0,5.0,12.0,56594642,left,1.0,0.9359999999999786,Navigation,Far,Relative,Left,flipper,1.0
60,far_right,Away,left,2.0,6.0,5.0,56594642,right,0.0,1.1370000000000005,Navigation,Far,Absolute,Right,flipper,1.0
61,near_right,Left,left,2.0,7.0,11.0,56594642,left,1.0,0.8860000000000241,Navigation,Near,Relative,Right,flipper,1.0
62,near_right,Home,right,2.0,8.0,3.0,56594642,right,1.0,0.73599999999999,Navigation,Near,Absolute,Right,flipper,1.0
63,near_left,Right,right,2.0,9.0,14.0,56594642,right,1.0,0.617999999999995,Navigation,Near,Relative,Left,flipper,1.0
64,near_right,Right,right,2.0,10.0,15.0,56594642,right,1.0,0.5679999999999836,Navigation,Near,Relative,Right,flipper,1.0
65,near_right,Away,left,2.0,11.0,7.0,56594642,left,1.0,0.8519999999999754,Navigation,Near,Absolute,Right,flipper,1.0
66,far_right,Right,left,2.0,12.0,13.0,56594642,left,1.0,0.6850000000000023,Navigation,Far,Relative,Right,flipper,1.0
67,far_left,Home,left,2.0,13.0,0.0,56594642,right,0.0,0.9189999999999828,Navigation,Far,Absolute,Left,flipper,1.0
68,far_right,Home,right,2.0,14.0,1.0,56594642,left,0.0,0.8349999999999795,Navigation,Far,Absolute,Right,flipper,1.0
69,near_left,Home,left,2.0,15.0,2.0,56594642,left,1.0,0.5180000000000291,Navigation,Near,Absolute,Left,flipper,1.0
70,near_right,Home,right,3.0,0.0,3.0,56594642,right,1.0,0.5509999999999877,Navigation,Near,Absolute,Right,flipper,1.0
71,near_left,Home,left,3.0,1.0,2.0,56594642,left,1.0,0.5349999999999682,Navigation,Near,Absolute,Left,flipper,1.0
72,far_left,Home,left,3.0,2.0,0.0,56594642,right,0.0,1.6550000000000296,Navigation,Far,Absolute,Left,flipper,1.0
73,near_left,Left,left,3.0,3.0,10.0,56594642,left,1.0,0.7019999999999982,Navigation,Near,Relative,Left,flipper,1.0
74,near_left,Right,right,3.0,4.0,14.0,56594642,right,1.0,0.6349999999999909,Navigation,Near,Relative,Left,flipper,1.0
75,far_left,Right,left,3.0,5.0,12.0,56594642,left,1.0,0.9019999999999868,Navigation,Far,Relative,Left,flipper,1.0
76,far_right,Right,left,3.0,6.0,13.0,56594642,left,1.0,1.9720000000000368,Navigation,Far,Relative,Right,flipper,1.0
