,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType
47,near_right,Left,left,1.0,9.0,11.0,40632896,left,1.0,0.7650000000000148,Navigation,Near,Relative
48,near_right,Right,right,1.0,10.0,15.0,40632896,right,1.0,0.5,Navigation,Near,Relative
49,far_left,Right,left,1.0,11.0,12.0,40632896,left,1.0,1.4569999999999936,Navigation,Far,Relative
50,far_left,Away,right,1.0,12.0,4.0,40632896,right,1.0,0.7160000000000082,Navigation,Far,Absolute
51,far_right,Home,right,1.0,13.0,1.0,40632896,right,1.0,1.0339999999999918,Navigation,Far,Absolute
52,near_left,Away,right,1.0,14.0,6.0,40632896,right,1.0,1.1239999999999952,Navigation,Near,Absolute
53,far_right,Right,left,1.0,15.0,13.0,40632896,left,1.0,1.5170000000000243,Navigation,Far,Relative
54,near_right,Left,left,2.0,0.0,11.0,40632896,left,1.0,0.9159999999999968,Navigation,Near,Relative
55,near_left,Away,right,2.0,1.0,6.0,40632896,right,1.0,0.8670000000000186,Navigation,Near,Absolute
56,far_left,Away,right,2.0,2.0,4.0,40632896,right,1.0,0.9420000000000072,Navigation,Far,Absolute
57,near_left,Right,right,2.0,3.0,14.0,40632896,right,1.0,0.7160000000000082,Navigation,Near,Relative
58,near_right,Right,right,2.0,4.0,15.0,40632896,right,1.0,1.132000000000005,Navigation,Near,Relative
59,far_left,Left,right,2.0,5.0,8.0,40632896,right,1.0,1.6659999999999968,Navigation,Far,Relative
60,near_left,Home,left,2.0,6.0,2.0,40632896,left,1.0,0.7659999999999911,Navigation,Near,Absolute
61,near_right,Home,right,2.0,7.0,3.0,40632896,right,1.0,0.6670000000000016,Navigation,Near,Absolute
62,far_left,Home,left,2.0,8.0,0.0,40632896,left,1.0,0.7580000000000098,Navigation,Far,Absolute
63,near_right,Away,left,2.0,9.0,7.0,40632896,left,1.0,0.6069999999999993,Navigation,Near,Absolute
64,far_right,Left,right,2.0,10.0,9.0,40632896,right,1.0,1.1829999999999927,Navigation,Far,Relative
65,far_right,Right,left,2.0,11.0,13.0,40632896,left,1.0,1.2840000000000489,Navigation,Far,Relative
66,far_right,Away,left,2.0,12.0,5.0,40632896,left,1.0,0.8340000000000032,Navigation,Far,Absolute
67,near_left,Left,left,2.0,13.0,10.0,40632896,left,1.0,0.9909999999999854,Navigation,Near,Relative
68,far_left,Right,left,2.0,14.0,12.0,40632896,left,1.0,1.0150000000000432,Navigation,Far,Relative
69,far_right,Home,right,2.0,15.0,1.0,40632896,right,1.0,1.0559999999999832,Navigation,Far,Absolute
70,far_right,Away,left,3.0,0.0,5.0,40632896,left,1.0,1.2399999999999525,Navigation,Far,Absolute
71,near_right,Away,left,3.0,1.0,7.0,40632896,left,1.0,1.1409999999999627,Navigation,Near,Absolute
72,far_right,Left,right,3.0,2.0,9.0,40632896,right,1.0,1.2819999999999825,Navigation,Far,Relative
73,near_left,Right,right,3.0,3.0,14.0,40632896,right,1.0,0.875,Navigation,Near,Relative
74,far_left,Right,left,3.0,4.0,12.0,40632896,left,1.0,1.1149999999999525,Navigation,Far,Relative
75,near_left,Away,right,3.0,5.0,6.0,40632896,right,1.0,0.9580000000000268,Navigation,Near,Absolute
76,near_right,Home,right,3.0,6.0,3.0,40632896,right,1.0,0.7069999999999936,Navigation,Near,Absolute
77,near_right,Right,right,3.0,7.0,15.0,40632896,right,1.0,0.7839999999999918,Navigation,Near,Relative
78,near_left,Left,left,3.0,8.0,10.0,40632896,left,1.0,1.0159999999999627,Navigation,Near,Relative
79,near_left,Home,left,3.0,9.0,2.0,40632896,left,1.0,0.8330000000000268,Navigation,Near,Absolute
80,far_left,Home,left,3.0,10.0,0.0,40632896,left,1.0,0.9420000000000072,Navigation,Far,Absolute
81,near_right,Left,left,3.0,11.0,11.0,40632896,left,1.0,1.0840000000000032,Navigation,Near,Relative
82,far_left,Left,right,3.0,12.0,8.0,40632896,right,1.0,1.7319999999999711,Navigation,Far,Relative
83,far_right,Right,left,3.0,13.0,13.0,40632896,left,1.0,1.06899999999996,Navigation,Far,Relative
84,far_left,Away,right,3.0,14.0,4.0,40632896,right,1.0,1.2839999999999918,Navigation,Far,Absolute
85,far_right,Home,right,3.0,15.0,1.0,40632896,right,1.0,1.1669999999999732,Navigation,Far,Absolute
22,near_right,Left,left,0.0,0.0,11.0,41685255,left,1.0,1.3480000000000132,Navigation,Near,Relative
23,far_right,Right,left,0.0,1.0,13.0,41685255,left,1.0,4.0190000000000055,Navigation,Far,Relative
24,near_left,Right,right,0.0,2.0,14.0,41685255,right,1.0,0.8249999999999886,Navigation,Near,Relative
25,near_right,Away,left,0.0,3.0,7.0,41685255,left,1.0,0.8669999999999618,Navigation,Near,Absolute
26,far_left,Right,left,0.0,4.0,12.0,41685255,left,1.0,3.4980000000000477,Navigation,Far,Relative
27,far_right,Home,right,0.0,5.0,1.0,41685255,right,1.0,1.184000000000026,Navigation,Far,Absolute
28,near_left,Away,right,0.0,6.0,6.0,41685255,right,1.0,1.3829999999999814,Navigation,Near,Absolute
29,near_left,Left,left,0.0,7.0,10.0,41685255,left,1.0,0.8659999999999854,Navigation,Near,Relative
30,near_right,Home,right,0.0,8.0,3.0,41685255,right,1.0,0.7669999999999959,Navigation,Near,Absolute
31,far_left,Left,right,0.0,9.0,8.0,41685255,right,1.0,1.858000000000004,Navigation,Far,Relative
32,far_right,Away,left,0.0,10.0,5.0,41685255,left,1.0,1.4850000000000136,Navigation,Far,Absolute
33,far_left,Away,right,0.0,11.0,4.0,41685255,right,1.0,2.615999999999985,Navigation,Far,Absolute
34,far_left,Home,left,0.0,12.0,0.0,41685255,left,1.0,1.079999999999984,Navigation,Far,Absolute
35,far_right,Left,right,0.0,13.0,9.0,41685255,right,1.0,2.283999999999992,Navigation,Far,Relative
36,near_left,Home,left,0.0,14.0,2.0,41685255,left,1.0,0.983000000000004,Navigation,Near,Absolute
37,near_right,Right,right,0.0,15.0,15.0,41685255,right,1.0,1.3670000000000186,Navigation,Near,Relative
38,near_right,Home,right,1.0,0.0,3.0,41685255,right,1.0,0.8160000000000309,Navigation,Near,Absolute
39,far_right,Left,right,1.0,1.0,9.0,41685255,right,1.0,1.6999999999999886,Navigation,Far,Relative
40,far_right,Home,right,1.0,2.0,1.0,41685255,right,1.0,0.8170000000000073,Navigation,Far,Absolute
41,near_left,Away,right,1.0,3.0,6.0,41685255,right,1.0,0.8719999999999573,Navigation,Near,Absolute
42,near_left,Right,right,1.0,4.0,14.0,41685255,right,1.0,0.8669999999999618,Navigation,Near,Relative
43,near_right,Left,left,1.0,5.0,11.0,41685255,left,1.0,1.099999999999966,Navigation,Near,Relative
44,near_left,Left,left,1.0,6.0,10.0,41685255,left,1.0,1.1170000000000186,Navigation,Near,Relative
45,near_right,Right,right,1.0,7.0,15.0,41685255,right,1.0,1.4499999999999886,Navigation,Near,Relative
46,far_right,Away,left,1.0,8.0,5.0,41685255,left,1.0,1.2160000000000082,Navigation,Far,Absolute
47,far_left,Away,right,1.0,9.0,4.0,41685255,right,1.0,0.9329999999999928,Navigation,Far,Absolute
48,near_right,Away,left,1.0,10.0,7.0,41685255,left,1.0,0.9840000000000372,Navigation,Near,Absolute
49,far_left,Left,right,1.0,11.0,8.0,41685255,right,1.0,1.8669999999999616,Navigation,Far,Relative
50,near_left,Home,left,1.0,12.0,2.0,41685255,left,1.0,0.7330000000000041,Navigation,Near,Absolute
51,far_left,Home,left,1.0,13.0,0.0,41685255,left,1.0,1.0,Navigation,Far,Absolute
52,far_right,Right,left,1.0,14.0,13.0,41685255,left,1.0,1.6829999999999927,Navigation,Far,Relative
53,far_left,Right,left,1.0,15.0,12.0,41685255,left,1.0,1.8670000000000184,Navigation,Far,Relative
54,near_right,Home,right,2.0,0.0,3.0,41685255,right,1.0,0.8170000000000073,Navigation,Near,Absolute
55,far_left,Away,right,2.0,1.0,4.0,41685255,right,1.0,1.1829999999999927,Navigation,Far,Absolute
56,far_left,Right,left,2.0,2.0,12.0,41685255,left,1.0,1.5330000000000157,Navigation,Far,Relative
57,near_left,Away,right,2.0,3.0,6.0,41685255,right,1.0,1.3829999999999814,Navigation,Near,Absolute
58,near_left,Left,left,2.0,4.0,10.0,41685255,left,1.0,0.8990000000000009,Navigation,Near,Relative
59,far_right,Right,left,2.0,5.0,13.0,41685255,left,1.0,1.4330000000000496,Navigation,Far,Relative
60,far_right,Home,right,2.0,6.0,1.0,41685255,right,1.0,0.9839999999999804,Navigation,Far,Absolute
61,near_left,Right,right,2.0,7.0,14.0,41685255,right,1.0,1.58299999999997,Navigation,Near,Relative
62,near_right,Right,right,2.0,8.0,15.0,41685255,right,1.0,1.0500000000000114,Navigation,Near,Relative
63,near_right,Away,left,2.0,9.0,7.0,41685255,left,1.0,0.8160000000000309,Navigation,Near,Absolute
64,far_left,Left,right,2.0,10.0,8.0,41685255,right,1.0,0.9500000000000456,Navigation,Far,Relative
65,near_right,Left,left,2.0,11.0,11.0,41685255,left,1.0,0.9499999999999886,Navigation,Near,Relative
66,near_left,Home,left,2.0,12.0,2.0,41685255,left,1.0,0.7010000000000218,Navigation,Near,Absolute
67,far_right,Away,left,2.0,13.0,5.0,41685255,right,0.0,0.8170000000000073,Navigation,Far,Absolute
68,far_left,Home,left,2.0,14.0,0.0,41685255,left,1.0,2.216000000000008,Navigation,Far,Absolute
69,far_right,Left,right,2.0,15.0,9.0,41685255,right,1.0,2.5579999999999927,Navigation,Far,Relative
70,near_left,Right,right,3.0,0.0,14.0,41685255,right,1.0,1.315999999999974,Navigation,Near,Relative
71,near_right,Home,right,3.0,1.0,3.0,41685255,right,1.0,0.8670000000000186,Navigation,Near,Absolute
72,far_left,Left,right,3.0,2.0,8.0,41685255,right,1.0,1.3000000000000114,Navigation,Far,Relative
73,far_left,Away,right,3.0,3.0,4.0,41685255,right,1.0,0.8729999999999905,Navigation,Far,Absolute
74,near_right,Away,left,3.0,4.0,7.0,41685255,left,1.0,1.08299999999997,Navigation,Near,Absolute
75,far_right,Right,left,3.0,5.0,13.0,41685255,left,1.0,1.4010000000000105,Navigation,Far,Relative
76,near_right,Right,right,3.0,6.0,15.0,41685255,right,1.0,1.0160000000000196,Navigation,Near,Relative
77,far_right,Left,right,3.0,7.0,9.0,41685255,right,1.0,1.1850000000000025,Navigation,Far,Relative
78,far_right,Home,right,3.0,8.0,1.0,41685255,right,1.0,1.1999999999999886,Navigation,Far,Absolute
79,near_right,Left,left,3.0,9.0,11.0,41685255,left,1.0,0.9350000000000024,Navigation,Near,Relative
80,far_left,Home,left,3.0,10.0,0.0,41685255,left,1.0,1.0,Navigation,Far,Absolute
81,near_left,Left,left,3.0,11.0,10.0,41685255,left,1.0,0.8829999999999814,Navigation,Near,Relative
82,far_left,Right,left,3.0,12.0,12.0,41685255,left,1.0,1.4929999999999952,Navigation,Far,Relative
83,near_left,Away,right,3.0,13.0,6.0,41685255,right,1.0,1.016999999999996,Navigation,Near,Absolute
84,near_left,Home,left,3.0,14.0,2.0,41685255,left,1.0,0.7160000000000082,Navigation,Near,Absolute
85,far_right,Away,left,3.0,15.0,5.0,41685255,left,1.0,1.4669999999999843,Navigation,Far,Absolute
22,near_left,Home,left,0.0,0.0,2.0,43843481,left,1.0,0.6859999999999786,Navigation,Near,Absolute
23,far_right,Away,left,0.0,1.0,5.0,43843481,left,1.0,0.9370000000000118,Navigation,Far,Absolute
24,near_left,Away,right,0.0,2.0,6.0,43843481,right,1.0,0.8529999999999802,Navigation,Near,Absolute
25,near_right,Right,right,0.0,3.0,15.0,43843481,right,1.0,0.7189999999999941,Navigation,Near,Relative
26,far_left,Home,left,0.0,4.0,0.0,43843481,left,1.0,0.7690000000000055,Navigation,Far,Absolute
27,near_right,Left,left,0.0,5.0,11.0,43843481,left,1.0,0.5859999999999843,Navigation,Near,Relative
28,far_right,Left,right,0.0,6.0,9.0,43843481,right,1.0,0.8530000000000086,Navigation,Far,Relative
29,far_left,Left,right,0.0,7.0,8.0,43843481,right,1.0,0.8199999999999932,Navigation,Far,Relative
30,far_right,Right,left,0.0,8.0,13.0,43843481,left,1.0,0.9860000000000184,Navigation,Far,Relative
31,near_left,Left,left,0.0,9.0,10.0,43843481,left,1.0,0.8540000000000134,Navigation,Near,Relative
32,near_right,Away,left,0.0,10.0,7.0,43843481,left,1.0,0.9379999999999882,Navigation,Near,Absolute
33,near_right,Home,right,0.0,11.0,3.0,43843481,right,1.0,0.7700000000000102,Navigation,Near,Absolute
34,far_right,Home,right,0.0,12.0,1.0,43843481,right,1.0,0.8520000000000039,Navigation,Far,Absolute
35,far_left,Right,left,0.0,13.0,12.0,43843481,left,1.0,0.8190000000000168,Navigation,Far,Relative
36,near_left,Right,right,0.0,14.0,14.0,43843481,right,1.0,0.7019999999999982,Navigation,Near,Relative
37,far_left,Away,right,0.0,15.0,4.0,43843481,right,1.0,0.9209999999999924,Navigation,Far,Absolute
38,near_left,Right,right,1.0,0.0,14.0,43843481,right,1.0,0.5360000000000014,Navigation,Near,Relative
39,near_left,Away,right,1.0,1.0,6.0,43843481,right,1.0,0.9029999999999916,Navigation,Near,Absolute
40,far_right,Left,right,1.0,2.0,9.0,43843481,right,1.0,0.73599999999999,Navigation,Far,Relative
41,far_right,Right,left,1.0,3.0,13.0,43843481,left,1.0,0.6189999999999998,Navigation,Far,Relative
42,far_left,Left,right,1.0,4.0,8.0,43843481,right,1.0,0.8520000000000039,Navigation,Far,Relative
43,near_right,Away,left,1.0,5.0,7.0,43843481,left,1.0,0.8529999999999802,Navigation,Near,Absolute
44,near_right,Home,right,1.0,6.0,3.0,43843481,right,1.0,1.2379999999999995,Navigation,Near,Absolute
45,far_left,Away,right,1.0,7.0,4.0,43843481,right,1.0,1.122000000000014,Navigation,Far,Absolute
46,near_right,Right,right,1.0,8.0,15.0,43843481,right,1.0,1.1520000000000152,Navigation,Near,Relative
47,near_left,Home,left,1.0,9.0,2.0,43843481,left,1.0,1.070999999999998,Navigation,Near,Absolute
48,far_right,Away,left,1.0,10.0,5.0,43843481,left,1.0,0.9710000000000036,Navigation,Far,Absolute
49,near_left,Left,left,1.0,11.0,10.0,43843481,left,1.0,1.1549999999999727,Navigation,Near,Relative
50,far_left,Right,left,1.0,12.0,12.0,43843481,left,1.0,0.8020000000000209,Navigation,Far,Relative
51,far_left,Home,left,1.0,13.0,0.0,43843481,left,1.0,0.6519999999999868,Navigation,Far,Absolute
52,far_right,Home,right,1.0,14.0,1.0,43843481,right,1.0,1.0699999999999932,Navigation,Far,Absolute
53,near_right,Left,left,1.0,15.0,11.0,43843481,left,1.0,0.6189999999999998,Navigation,Near,Relative
54,near_right,Home,right,2.0,0.0,3.0,43843481,right,1.0,0.6679999999999781,Navigation,Near,Absolute
55,far_left,Right,left,2.0,1.0,12.0,43843481,left,1.0,0.7530000000000143,Navigation,Far,Relative
56,near_right,Away,left,2.0,2.0,7.0,43843481,left,1.0,0.8350000000000078,Navigation,Near,Absolute
57,far_right,Right,left,2.0,3.0,13.0,43843481,left,1.0,1.0200000000000102,Navigation,Far,Relative
58,far_right,Away,left,2.0,4.0,5.0,43843481,left,1.0,0.7539999999999907,Navigation,Far,Absolute
59,near_left,Right,right,2.0,5.0,14.0,43843481,right,1.0,0.703000000000003,Navigation,Near,Relative
60,far_right,Home,right,2.0,6.0,1.0,43843481,right,1.0,0.804000000000002,Navigation,Far,Absolute
61,far_left,Away,right,2.0,7.0,4.0,43843481,right,1.0,0.9029999999999916,Navigation,Far,Absolute
62,far_right,Left,right,2.0,8.0,9.0,43843481,right,1.0,1.0199999999999818,Navigation,Far,Relative
63,near_left,Away,right,2.0,9.0,6.0,43843481,right,1.0,0.936999999999955,Navigation,Near,Absolute
64,near_left,Home,left,2.0,10.0,2.0,43843481,left,1.0,0.954999999999984,Navigation,Near,Absolute
65,near_right,Right,right,2.0,11.0,15.0,43843481,right,1.0,0.6859999999999786,Navigation,Near,Relative
66,near_left,Left,left,2.0,12.0,10.0,43843481,left,1.0,0.6519999999999868,Navigation,Near,Relative
67,far_left,Left,right,2.0,13.0,8.0,43843481,right,1.0,0.8849999999999909,Navigation,Far,Relative
68,near_right,Left,left,2.0,14.0,11.0,43843481,left,1.0,0.9879999999999995,Navigation,Near,Relative
69,far_left,Home,left,2.0,15.0,0.0,43843481,left,1.0,1.0869999999999889,Navigation,Far,Absolute
70,far_left,Home,left,3.0,0.0,0.0,43843481,left,1.0,0.6190000000000282,Navigation,Far,Absolute
71,far_left,Right,left,3.0,1.0,12.0,43843481,left,1.0,0.7860000000000014,Navigation,Far,Relative
72,near_left,Away,right,3.0,2.0,6.0,43843481,right,1.0,0.7019999999999982,Navigation,Near,Absolute
73,far_right,Home,right,3.0,3.0,1.0,43843481,right,1.0,0.8039999999999736,Navigation,Far,Absolute
74,far_right,Left,right,3.0,4.0,9.0,43843481,left,0.0,0.6829999999999927,Navigation,Far,Relative
75,near_left,Left,left,3.0,5.0,10.0,43843481,left,1.0,0.6870000000000118,Navigation,Near,Relative
76,near_right,Right,right,3.0,6.0,15.0,43843481,right,1.0,0.8679999999999949,Navigation,Near,Relative
77,near_right,Home,right,3.0,7.0,3.0,43843481,right,1.0,0.6689999999999827,Navigation,Near,Absolute
78,near_left,Right,right,3.0,8.0,14.0,43843481,right,1.0,0.5699999999999932,Navigation,Near,Relative
79,near_right,Left,left,3.0,9.0,11.0,43843481,left,1.0,0.5840000000000032,Navigation,Near,Relative
80,far_left,Away,right,3.0,10.0,4.0,43843481,right,1.0,0.9209999999999924,Navigation,Far,Absolute
81,near_right,Away,left,3.0,11.0,7.0,43843481,left,1.0,0.7860000000000014,Navigation,Near,Absolute
82,far_left,Left,right,3.0,12.0,8.0,43843481,right,1.0,0.8029999999999973,Navigation,Far,Relative
83,far_right,Away,left,3.0,13.0,5.0,43843481,left,1.0,0.7690000000000055,Navigation,Far,Absolute
84,near_left,Home,left,3.0,14.0,2.0,43843481,left,1.0,0.8360000000000127,Navigation,Near,Absolute
85,far_right,Right,left,3.0,15.0,13.0,43843481,left,1.0,1.4209999999999925,Navigation,Far,Relative
22,near_left,Right,right,0.0,0.0,14.0,44376975,right,1.0,1.032000000000011,Navigation,Near,Relative
23,near_right,Right,right,0.0,1.0,15.0,44376975,right,1.0,0.8659999999999854,Navigation,Near,Relative
24,near_left,Away,right,0.0,2.0,6.0,44376975,right,1.0,1.5979999999999563,Navigation,Near,Absolute
25,far_left,Right,left,0.0,3.0,12.0,44376975,left,1.0,1.1830000000000496,Navigation,Far,Relative
26,far_right,Away,left,0.0,4.0,5.0,44376975,right,0.0,3.44399999999996,Navigation,Far,Absolute
27,far_left,Away,right,0.0,5.0,4.0,44376975,left,0.0,2.1789999999999736,Navigation,Far,Absolute
28,far_left,Home,left,0.0,6.0,0.0,44376975,right,0.0,1.9799999999999611,Navigation,Far,Absolute
29,near_right,Away,left,0.0,7.0,7.0,44376975,left,1.0,3.2099999999999795,Navigation,Near,Absolute
30,far_right,Home,right,0.0,8.0,1.0,44376975,left,0.0,1.9970000000000143,Navigation,Far,Absolute
31,near_left,Home,left,0.0,9.0,2.0,44376975,left,1.0,1.9459999999999693,Navigation,Near,Absolute
32,near_right,Left,left,0.0,10.0,11.0,44376975,left,1.0,1.8799999999999957,Navigation,Near,Relative
33,near_left,Left,left,0.0,11.0,10.0,44376975,left,1.0,1.0980000000000132,Navigation,Near,Relative
34,far_right,Left,right,0.0,12.0,9.0,44376975,right,1.0,1.3000000000000114,Navigation,Far,Relative
35,far_right,Right,left,0.0,13.0,13.0,44376975,left,1.0,3.9099999999999686,Navigation,Far,Relative
36,far_left,Left,right,0.0,14.0,8.0,44376975,right,1.0,2.5950000000000277,Navigation,Far,Relative
37,near_right,Home,right,0.0,15.0,3.0,44376975,right,1.0,1.1829999999999927,Navigation,Near,Absolute
38,near_right,Home,right,1.0,0.0,3.0,44376975,right,1.0,0.7989999999999782,Navigation,Near,Absolute
39,far_right,Right,left,1.0,1.0,13.0,44376975,left,1.0,2.6620000000000346,Navigation,Far,Relative
40,far_left,Away,right,1.0,2.0,4.0,44376975,right,1.0,1.2160000000000082,Navigation,Far,Absolute
41,near_right,Away,left,1.0,3.0,7.0,44376975,left,1.0,1.7949999999999589,Navigation,Near,Absolute
42,near_left,Away,right,1.0,4.0,6.0,44376975,right,1.0,1.2090000000000032,Navigation,Near,Absolute
43,near_left,Left,left,1.0,5.0,10.0,44376975,left,1.0,1.5609999999999786,Navigation,Near,Relative
44,near_right,Left,left,1.0,6.0,11.0,44376975,left,1.0,0.66700000000003,Navigation,Near,Relative
45,far_left,Left,right,1.0,7.0,8.0,44376975,right,1.0,0.9809999999999944,Navigation,Far,Relative
46,far_right,Home,right,1.0,8.0,1.0,44376975,right,1.0,1.745999999999981,Navigation,Far,Absolute
47,far_right,Left,right,1.0,9.0,9.0,44376975,right,1.0,2.1340000000000146,Navigation,Far,Relative
48,near_left,Home,left,1.0,10.0,2.0,44376975,left,1.0,1.0990000000000464,Navigation,Near,Absolute
49,near_right,Right,right,1.0,11.0,15.0,44376975,right,1.0,0.7659999999999627,Navigation,Near,Relative
50,far_left,Home,left,1.0,12.0,0.0,44376975,right,0.0,1.6820000000000164,Navigation,Far,Absolute
51,near_left,Right,right,1.0,13.0,14.0,44376975,right,1.0,1.197999999999979,Navigation,Near,Relative
52,far_left,Right,left,1.0,14.0,12.0,44376975,left,1.0,1.0990000000000464,Navigation,Far,Relative
53,far_right,Away,left,1.0,15.0,5.0,44376975,right,0.0,1.5129999999999768,Navigation,Far,Absolute
54,near_right,Left,left,2.0,0.0,11.0,44376975,left,1.0,0.8830000000000382,Navigation,Near,Relative
55,near_right,Away,left,2.0,1.0,7.0,44376975,left,1.0,1.2660000000000196,Navigation,Near,Absolute
56,far_left,Left,right,2.0,2.0,8.0,44376975,right,1.0,2.483000000000004,Navigation,Far,Relative
57,near_right,Home,right,2.0,3.0,3.0,44376975,right,1.0,1.532000000000039,Navigation,Near,Absolute
58,far_right,Home,right,2.0,4.0,1.0,44376975,left,0.0,1.1809999999999832,Navigation,Far,Absolute
59,far_right,Left,right,2.0,5.0,9.0,44376975,right,1.0,1.5480000000000018,Navigation,Far,Relative
60,near_left,Right,right,2.0,6.0,14.0,44376975,right,1.0,1.2210000000000036,Navigation,Near,Relative
61,far_right,Away,left,2.0,7.0,5.0,44376975,right,0.0,1.447999999999979,Navigation,Far,Absolute
62,far_right,Right,left,2.0,8.0,13.0,44376975,left,1.0,1.844000000000051,Navigation,Far,Relative
63,near_left,Left,left,2.0,9.0,10.0,44376975,left,1.0,1.7470000000000143,Navigation,Near,Relative
64,near_right,Right,right,2.0,10.0,15.0,44376975,right,1.0,0.6159999999999854,Navigation,Near,Relative
65,far_left,Home,left,2.0,11.0,0.0,44376975,right,0.0,1.0649999999999975,Navigation,Far,Absolute
66,near_left,Away,right,2.0,12.0,6.0,44376975,right,1.0,1.4300000000000068,Navigation,Near,Absolute
67,far_left,Right,left,2.0,13.0,12.0,44376975,left,1.0,1.4800000000000182,Navigation,Far,Relative
68,far_left,Away,right,2.0,14.0,4.0,44376975,right,1.0,1.2479999999999905,Navigation,Far,Absolute
69,near_left,Home,left,2.0,15.0,2.0,44376975,left,1.0,0.9820000000000276,Navigation,Near,Absolute
70,far_right,Left,right,3.0,0.0,9.0,44376975,right,1.0,1.1140000000000327,Navigation,Far,Relative
71,far_left,Left,right,3.0,1.0,8.0,44376975,right,1.0,1.3489999999999895,Navigation,Far,Relative
72,far_left,Right,left,3.0,2.0,12.0,44376975,left,1.0,0.8320000000000505,Navigation,Far,Relative
73,near_left,Left,left,3.0,3.0,10.0,44376975,left,1.0,0.8980000000000246,Navigation,Near,Relative
74,near_right,Home,right,3.0,4.0,3.0,44376975,right,1.0,0.7489999999999668,Navigation,Near,Absolute
75,far_right,Away,left,3.0,5.0,5.0,44376975,right,0.0,1.1309999999999718,Navigation,Far,Absolute
76,near_left,Away,right,3.0,6.0,6.0,44376975,left,0.0,2.2789999999999964,Navigation,Near,Absolute
77,near_right,Right,right,3.0,7.0,15.0,44376975,right,1.0,1.198000000000036,Navigation,Near,Relative
78,far_right,Home,right,3.0,8.0,1.0,44376975,left,0.0,1.2149999999999752,Navigation,Far,Absolute
79,far_left,Away,right,3.0,9.0,4.0,44376975,left,0.0,1.846000000000004,Navigation,Far,Absolute
80,near_right,Left,left,3.0,10.0,11.0,44376975,left,1.0,0.948000000000036,Navigation,Near,Relative
81,near_left,Home,left,3.0,11.0,2.0,44376975,left,1.0,0.75,Navigation,Near,Absolute
82,far_right,Right,left,3.0,12.0,13.0,44376975,left,1.0,1.2959999999999925,Navigation,Far,Relative
83,near_left,Right,right,3.0,13.0,14.0,44376975,right,1.0,0.8149999999999977,Navigation,Near,Relative
84,near_right,Away,left,3.0,14.0,7.0,44376975,left,1.0,1.6639999999999873,Navigation,Near,Absolute
85,far_left,Home,left,3.0,15.0,0.0,44376975,right,0.0,1.4639999999999986,Navigation,Far,Absolute
22,far_right,Away,left,0.0,0.0,5.0,44643324,left,1.0,1.3340000000000032,Navigation,Far,Absolute
23,near_right,Right,right,0.0,1.0,15.0,44643324,right,1.0,1.2579999999999814,Navigation,Near,Relative
24,near_right,Left,left,0.0,2.0,11.0,44643324,left,1.0,0.6740000000000066,Navigation,Near,Relative
25,near_left,Left,left,0.0,3.0,10.0,44643324,left,1.0,0.75,Navigation,Near,Relative
26,far_right,Right,left,0.0,4.0,13.0,44643324,left,1.0,1.4670000000000132,Navigation,Far,Relative
27,far_left,Left,right,0.0,5.0,8.0,44643324,right,1.0,1.4170000000000016,Navigation,Far,Relative
28,near_left,Right,right,0.0,6.0,14.0,44643324,right,1.0,0.6809999999999832,Navigation,Near,Relative
29,far_right,Left,right,0.0,7.0,9.0,44643324,right,1.0,1.0490000000000066,Navigation,Far,Relative
30,near_left,Away,right,0.0,8.0,6.0,44643324,right,1.0,1.0800000000000125,Navigation,Near,Absolute
31,far_left,Right,left,0.0,9.0,12.0,44643324,left,1.0,0.962999999999994,Navigation,Far,Relative
32,far_left,Away,right,0.0,10.0,4.0,44643324,right,1.0,0.8819999999999766,Navigation,Far,Absolute
33,far_left,Home,left,0.0,11.0,0.0,44643324,left,1.0,1.133999999999986,Navigation,Far,Absolute
34,near_left,Home,left,0.0,12.0,2.0,44643324,left,1.0,0.6500000000000057,Navigation,Near,Absolute
35,far_right,Home,right,0.0,13.0,1.0,44643324,right,1.0,0.7680000000000007,Navigation,Far,Absolute
36,near_right,Home,right,0.0,14.0,3.0,44643324,right,1.0,0.6829999999999927,Navigation,Near,Absolute
37,near_right,Away,left,0.0,15.0,7.0,44643324,left,1.0,0.967000000000013,Navigation,Near,Absolute
38,far_right,Away,left,1.0,0.0,5.0,44643324,left,1.0,0.75,Navigation,Far,Absolute
39,near_right,Right,right,1.0,1.0,15.0,44643324,right,1.0,1.0660000000000025,Navigation,Near,Relative
40,near_right,Home,right,1.0,2.0,3.0,44643324,right,1.0,0.8509999999999991,Navigation,Near,Absolute
41,near_right,Away,left,1.0,3.0,7.0,44643324,left,1.0,0.7330000000000041,Navigation,Near,Absolute
42,far_right,Right,left,1.0,4.0,13.0,44643324,right,0.0,0.9159999999999968,Navigation,Far,Relative
43,near_left,Right,right,1.0,5.0,14.0,44643324,right,1.0,0.782999999999987,Navigation,Near,Relative
44,near_left,Left,left,1.0,6.0,10.0,44643324,left,1.0,0.671999999999997,Navigation,Near,Relative
45,far_left,Home,left,1.0,7.0,0.0,44643324,left,1.0,0.6680000000000064,Navigation,Far,Absolute
46,far_right,Home,right,1.0,8.0,1.0,44643324,right,1.0,1.078000000000003,Navigation,Far,Absolute
