,Unnamed: 0,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,participant,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect
1260,66,far_left,Away,right,2.0,12.0,12.0,44376975,right,1.0,3.0610000000000355,Frisbee,Far,Absolute,Left,flipper,1.0
1261,67,far_right,Away,left,2.0,13.0,13.0,44376975,left,1.0,1.3999999999999773,Frisbee,Far,Absolute,Right,flipper,1.0
1262,68,near_right,Home,left,2.0,14.0,7.0,44376975,left,1.0,2.294999999999959,Frisbee,Near,Absolute,Right,flipper,1.0
1263,69,far_right,Home,right,2.0,15.0,5.0,44376975,right,1.0,2.812000000000012,Frisbee,Far,Absolute,Right,flipper,1.0
1264,70,far_right,Right,right,3.0,0.0,9.0,44376975,right,1.0,1.2810000000000628,Frisbee,Far,Relative,Right,flipper,1.0
1265,71,near_right,Home,left,3.0,1.0,7.0,44376975,left,1.0,3.9260000000000446,Frisbee,Near,Absolute,Right,flipper,1.0
1266,72,far_left,Right,left,3.0,2.0,8.0,44376975,left,1.0,1.330000000000041,Frisbee,Far,Relative,Left,flipper,1.0
1267,73,near_right,Left,right,3.0,3.0,3.0,44376975,right,1.0,3.2450000000000045,Frisbee,Near,Relative,Right,flipper,1.0
1268,74,far_right,Home,right,3.0,4.0,5.0,44376975,left,0.0,4.647999999999911,Frisbee,Far,Absolute,Right,flipper,0.0
1269,75,near_left,Left,right,3.0,5.0,2.0,44376975,right,1.0,3.6610000000000578,Frisbee,Near,Relative,Left,flipper,1.0
1270,76,far_right,Left,left,3.0,6.0,1.0,44376975,left,1.0,1.84699999999998,Frisbee,Far,Relative,Right,flipper,1.0
1271,77,near_left,Right,left,3.0,7.0,10.0,44376975,left,1.0,1.1840000000000828,Frisbee,Near,Relative,Left,flipper,1.0
1272,78,far_left,Left,left,3.0,8.0,0.0,44376975,right,0.0,5.607000000000085,Frisbee,Far,Relative,Left,flipper,0.0
1273,79,near_right,Away,left,3.0,9.0,15.0,44376975,left,1.0,1.1269999999999527,Frisbee,Near,Absolute,Right,flipper,1.0
1274,80,far_right,Away,left,3.0,10.0,13.0,44376975,left,1.0,1.4309999999999263,Frisbee,Far,Absolute,Right,flipper,1.0
1275,81,near_right,Right,right,3.0,11.0,11.0,44376975,right,1.0,1.2839999999999918,Frisbee,Near,Relative,Right,flipper,1.0
1276,82,far_left,Home,right,3.0,12.0,4.0,44376975,right,1.0,4.356999999999972,Frisbee,Far,Absolute,Left,flipper,1.0
1277,83,near_left,Away,right,3.0,13.0,14.0,44376975,right,1.0,1.4969999999999573,Frisbee,Near,Absolute,Left,flipper,1.0
1278,84,far_left,Away,right,3.0,14.0,12.0,44376975,right,1.0,0.7839999999999918,Frisbee,Far,Absolute,Left,flipper,1.0
1279,85,near_left,Home,left,3.0,15.0,6.0,44376975,left,1.0,1.9420000000000075,Frisbee,Near,Absolute,Left,flipper,1.0
1280,22,near_right,Home,left,0.0,0.0,7.0,44643324,left,1.0,0.9519999999999982,Frisbee,Near,Absolute,Right,nonflipper,1.0
1281,23,far_left,Home,right,0.0,1.0,4.0,44643324,right,1.0,1.116000000000014,Frisbee,Far,Absolute,Left,nonflipper,1.0
1282,24,near_left,Away,right,0.0,2.0,14.0,44643324,right,1.0,0.8470000000000084,Frisbee,Near,Absolute,Left,nonflipper,1.0
1283,25,far_left,Right,left,0.0,3.0,8.0,44643324,left,1.0,0.7019999999999982,Frisbee,Far,Relative,Left,nonflipper,1.0
1284,26,near_left,Left,right,0.0,4.0,2.0,44643324,right,1.0,0.7959999999999923,Frisbee,Near,Relative,Left,nonflipper,1.0
1285,27,far_right,Away,left,0.0,5.0,13.0,44643324,left,1.0,0.9170000000000016,Frisbee,Far,Absolute,Right,nonflipper,1.0
1286,28,near_left,Home,left,0.0,6.0,6.0,44643324,left,1.0,0.7939999999999827,Frisbee,Near,Absolute,Left,nonflipper,1.0
1287,29,near_left,Right,left,0.0,7.0,10.0,44643324,left,1.0,0.6659999999999968,Frisbee,Near,Relative,Left,nonflipper,1.0
1288,30,far_right,Left,left,0.0,8.0,1.0,44643324,left,1.0,1.0340000000000202,Frisbee,Far,Relative,Right,nonflipper,1.0
1289,31,far_right,Right,right,0.0,9.0,9.0,44643324,right,1.0,0.4770000000000039,Frisbee,Far,Relative,Right,nonflipper,1.0
1290,32,far_left,Left,left,0.0,10.0,0.0,44643324,left,1.0,0.7839999999999918,Frisbee,Far,Relative,Left,nonflipper,1.0
1291,33,near_right,Left,right,0.0,11.0,3.0,44643324,right,1.0,0.6419999999999959,Frisbee,Near,Relative,Right,nonflipper,1.0
1292,34,near_right,Away,left,0.0,12.0,15.0,44643324,right,0.0,0.6559999999999775,Frisbee,Near,Absolute,Right,nonflipper,0.0
1293,35,far_right,Home,right,0.0,13.0,5.0,44643324,right,1.0,1.7409999999999854,Frisbee,Far,Absolute,Right,nonflipper,1.0
1294,36,near_right,Right,right,0.0,14.0,11.0,44643324,right,1.0,0.6919999999999789,Frisbee,Near,Relative,Right,nonflipper,1.0
1295,37,far_left,Away,right,0.0,15.0,12.0,44643324,right,1.0,0.5829999999999984,Frisbee,Far,Absolute,Left,nonflipper,1.0
1296,38,near_left,Left,right,1.0,0.0,2.0,44643324,right,1.0,0.8169999999999789,Frisbee,Near,Relative,Left,nonflipper,1.0
1297,39,far_left,Home,right,1.0,1.0,4.0,44643324,right,1.0,1.2489999999999952,Frisbee,Far,Absolute,Left,nonflipper,1.0
1298,40,near_left,Away,right,1.0,2.0,14.0,44643324,right,1.0,0.6670000000000016,Frisbee,Near,Absolute,Left,nonflipper,1.0
1299,41,far_right,Away,left,1.0,3.0,13.0,44643324,right,0.0,0.6999999999999886,Frisbee,Far,Absolute,Right,nonflipper,0.0
1300,42,far_right,Home,right,1.0,4.0,5.0,44643324,right,1.0,0.9499999999999886,Frisbee,Far,Absolute,Right,nonflipper,1.0
1301,43,far_left,Right,left,1.0,5.0,8.0,44643324,left,1.0,1.6329999999999814,Frisbee,Far,Relative,Left,nonflipper,1.0
1302,44,near_left,Right,left,1.0,6.0,10.0,44643324,left,1.0,0.5800000000000125,Frisbee,Near,Relative,Left,nonflipper,1.0
1303,45,far_left,Away,right,1.0,7.0,12.0,44643324,right,1.0,0.7899999999999922,Frisbee,Far,Absolute,Left,nonflipper,1.0
1304,46,far_left,Left,left,1.0,8.0,0.0,44643324,left,1.0,1.3329999999999984,Frisbee,Far,Relative,Left,nonflipper,1.0
1305,47,near_right,Home,left,1.0,9.0,7.0,44643324,left,1.0,1.3000000000000114,Frisbee,Near,Absolute,Right,nonflipper,1.0
1306,48,far_right,Left,left,1.0,10.0,1.0,44643324,left,1.0,1.0,Frisbee,Far,Relative,Right,nonflipper,1.0
1307,49,near_right,Left,right,1.0,11.0,3.0,44643324,right,1.0,0.8319999999999936,Frisbee,Near,Relative,Right,nonflipper,1.0
1308,50,near_right,Right,right,1.0,12.0,11.0,44643324,right,1.0,0.6650000000000205,Frisbee,Near,Relative,Right,nonflipper,1.0
1309,51,near_right,Away,left,1.0,13.0,15.0,44643324,left,1.0,0.8490000000000179,Frisbee,Near,Absolute,Right,nonflipper,1.0
1310,52,near_left,Home,left,1.0,14.0,6.0,44643324,left,1.0,1.1030000000000086,Frisbee,Near,Absolute,Left,nonflipper,1.0
1311,53,far_right,Right,right,1.0,15.0,9.0,44643324,right,1.0,0.8449999999999989,Frisbee,Far,Relative,Right,nonflipper,1.0
1312,54,far_right,Away,left,2.0,0.0,13.0,44643324,left,1.0,0.5670000000000073,Frisbee,Far,Absolute,Right,nonflipper,1.0
1313,55,far_left,Left,left,2.0,1.0,0.0,44643324,left,1.0,0.8340000000000032,Frisbee,Far,Relative,Left,nonflipper,1.0
1314,56,near_left,Left,right,2.0,2.0,2.0,44643324,right,1.0,0.6330000000000098,Frisbee,Near,Relative,Left,nonflipper,1.0
1315,57,far_left,Home,right,2.0,3.0,4.0,44643324,right,1.0,0.7489999999999952,Frisbee,Far,Absolute,Left,nonflipper,1.0
1316,58,far_left,Away,right,2.0,4.0,12.0,44643324,right,1.0,1.1670000000000016,Frisbee,Far,Absolute,Left,nonflipper,1.0
1317,59,near_right,Right,right,2.0,5.0,11.0,44643324,left,0.0,0.6670000000000016,Frisbee,Near,Relative,Right,nonflipper,0.0
1318,60,far_right,Left,left,2.0,6.0,1.0,44643324,left,1.0,0.8169999999999789,Frisbee,Far,Relative,Right,nonflipper,1.0
1319,61,near_right,Away,left,2.0,7.0,15.0,44643324,left,1.0,0.8669999999999902,Frisbee,Near,Absolute,Right,nonflipper,1.0
1320,62,near_right,Home,left,2.0,8.0,7.0,44643324,left,1.0,1.4539999999999793,Frisbee,Near,Absolute,Right,nonflipper,1.0
1321,63,near_right,Left,right,2.0,9.0,3.0,44643324,right,1.0,0.8670000000000186,Frisbee,Near,Relative,Right,nonflipper,1.0
1322,64,near_left,Home,left,2.0,10.0,6.0,44643324,left,1.0,0.6709999999999923,Frisbee,Near,Absolute,Left,nonflipper,1.0
1323,65,far_right,Home,right,2.0,11.0,5.0,44643324,right,1.0,1.4970000000000143,Frisbee,Far,Absolute,Right,nonflipper,1.0
1324,66,far_left,Right,left,2.0,12.0,8.0,44643324,left,1.0,0.9669999999999844,Frisbee,Far,Relative,Left,nonflipper,1.0
1325,67,near_left,Away,right,2.0,13.0,14.0,44643324,right,1.0,0.5660000000000309,Frisbee,Near,Absolute,Left,nonflipper,1.0
1326,68,near_left,Right,left,2.0,14.0,10.0,44643324,left,1.0,0.6270000000000095,Frisbee,Near,Relative,Left,nonflipper,1.0
1327,69,far_right,Right,right,2.0,15.0,9.0,44643324,right,1.0,0.8700000000000045,Frisbee,Far,Relative,Right,nonflipper,1.0
1328,70,near_right,Away,left,3.0,0.0,15.0,44643324,left,1.0,1.1000000000000227,Frisbee,Near,Absolute,Right,nonflipper,1.0
1329,71,near_right,Home,left,3.0,1.0,7.0,44643324,left,1.0,0.7309999999999945,Frisbee,Near,Absolute,Right,nonflipper,1.0
1330,72,far_left,Left,left,3.0,2.0,0.0,44643324,left,1.0,0.8999999999999773,Frisbee,Far,Relative,Left,nonflipper,1.0
1331,73,near_left,Home,left,3.0,3.0,6.0,44643324,left,1.0,0.8660000000000423,Frisbee,Near,Absolute,Left,nonflipper,1.0
1332,74,near_right,Right,right,3.0,4.0,11.0,44643324,right,1.0,0.7270000000000323,Frisbee,Near,Relative,Right,nonflipper,1.0
1333,75,far_left,Home,right,3.0,5.0,4.0,44643324,left,0.0,1.0,Frisbee,Far,Absolute,Left,nonflipper,0.0
1334,76,far_left,Right,left,3.0,6.0,8.0,44643324,left,1.0,0.7909999999999968,Frisbee,Far,Relative,Left,nonflipper,1.0
1335,77,far_left,Away,right,3.0,7.0,12.0,44643324,right,1.0,0.6659999999999968,Frisbee,Far,Absolute,Left,nonflipper,1.0
1336,78,near_right,Left,right,3.0,8.0,3.0,44643324,right,1.0,0.8670000000000186,Frisbee,Near,Relative,Right,nonflipper,1.0
1337,79,near_left,Left,right,3.0,9.0,2.0,44643324,right,1.0,0.8889999999999532,Frisbee,Near,Relative,Left,nonflipper,1.0
1338,80,near_left,Right,left,3.0,10.0,10.0,44643324,left,1.0,0.7030000000000314,Frisbee,Near,Relative,Left,nonflipper,1.0
1339,81,far_right,Right,right,3.0,11.0,9.0,44643324,right,1.0,0.7839999999999918,Frisbee,Far,Relative,Right,nonflipper,1.0
1340,82,near_left,Away,right,3.0,12.0,14.0,44643324,right,1.0,0.7160000000000082,Frisbee,Near,Absolute,Left,nonflipper,1.0
1341,83,far_right,Away,left,3.0,13.0,13.0,44643324,left,1.0,0.7839999999999918,Frisbee,Far,Absolute,Right,nonflipper,1.0
1342,84,far_right,Home,right,3.0,14.0,5.0,44643324,right,1.0,0.8650000000000091,Frisbee,Far,Absolute,Right,nonflipper,1.0
1343,85,far_right,Left,left,3.0,15.0,1.0,44643324,left,1.0,0.6990000000000123,Frisbee,Far,Relative,Right,nonflipper,1.0
1344,22,far_right,Away,left,0.0,0.0,13.0,49320823,left,1.0,1.9170000000000016,Frisbee,Far,Absolute,Right,flipper,1.0
1345,23,far_left,Left,left,0.0,1.0,0.0,49320823,left,1.0,1.0819999999999936,Frisbee,Far,Relative,Left,flipper,1.0
1346,24,near_left,Right,left,0.0,2.0,10.0,49320823,left,1.0,0.931999999999988,Frisbee,Near,Relative,Left,flipper,1.0
1347,25,near_right,Right,right,0.0,3.0,11.0,49320823,right,1.0,0.5510000000000161,Frisbee,Near,Relative,Right,flipper,1.0
1348,26,far_right,Left,left,0.0,4.0,1.0,49320823,left,1.0,1.1170000000000186,Frisbee,Far,Relative,Right,flipper,1.0
1349,27,near_left,Left,right,0.0,5.0,2.0,49320823,right,1.0,0.9990000000000236,Frisbee,Near,Relative,Left,flipper,1.0
1350,28,near_left,Home,left,0.0,6.0,6.0,49320823,left,1.0,1.3129999999999882,Frisbee,Near,Absolute,Left,flipper,1.0
1351,29,far_left,Right,left,0.0,7.0,8.0,49320823,left,1.0,1.0339999999999918,Frisbee,Far,Relative,Left,flipper,1.0
1352,30,far_right,Right,right,0.0,8.0,9.0,49320823,right,1.0,1.1610000000000014,Frisbee,Far,Relative,Right,flipper,1.0
1353,31,near_right,Left,right,0.0,9.0,3.0,49320823,right,1.0,1.3179999999999836,Frisbee,Near,Relative,Right,flipper,1.0
1354,32,far_left,Away,right,0.0,10.0,12.0,49320823,right,1.0,1.1819999999999882,Frisbee,Far,Absolute,Left,flipper,1.0
1355,33,far_left,Home,right,0.0,11.0,4.0,49320823,right,1.0,1.266999999999996,Frisbee,Far,Absolute,Left,flipper,1.0
1356,34,near_right,Home,left,0.0,12.0,7.0,49320823,left,1.0,0.983000000000004,Frisbee,Near,Absolute,Right,flipper,1.0
1357,35,near_right,Away,left,0.0,13.0,15.0,49320823,left,1.0,0.8189999999999884,Frisbee,Near,Absolute,Right,flipper,1.0
1358,36,far_right,Home,right,0.0,14.0,5.0,49320823,right,1.0,1.3329999999999984,Frisbee,Far,Absolute,Right,flipper,1.0
1359,37,near_left,Away,right,0.0,15.0,14.0,49320823,right,1.0,1.0660000000000025,Frisbee,Near,Absolute,Left,flipper,1.0
1360,38,far_left,Left,left,1.0,0.0,0.0,49320823,left,1.0,1.0829999999999984,Frisbee,Far,Relative,Left,flipper,1.0
1361,39,near_left,Home,left,1.0,1.0,6.0,49320823,left,1.0,1.3340000000000032,Frisbee,Near,Absolute,Left,flipper,1.0
1362,40,near_left,Left,right,1.0,2.0,2.0,49320823,right,1.0,0.5679999999999836,Frisbee,Near,Relative,Left,flipper,1.0
1363,41,near_left,Right,left,1.0,3.0,10.0,49320823,left,1.0,0.8660000000000139,Frisbee,Near,Relative,Left,flipper,1.0
1364,42,far_right,Away,left,1.0,4.0,13.0,49320823,left,1.0,1.147999999999996,Frisbee,Far,Absolute,Right,flipper,1.0
1365,43,far_right,Left,left,1.0,5.0,1.0,49320823,left,1.0,2.100999999999999,Frisbee,Far,Relative,Right,flipper,1.0
1366,44,far_left,Home,right,1.0,6.0,4.0,49320823,right,1.0,0.5839999999999748,Frisbee,Far,Absolute,Left,flipper,1.0
1367,45,far_right,Home,right,1.0,7.0,5.0,49320823,right,1.0,1.3000000000000114,Frisbee,Far,Absolute,Right,flipper,1.0
1368,46,far_left,Away,right,1.0,8.0,12.0,49320823,right,1.0,1.5649999999999975,Frisbee,Far,Absolute,Left,flipper,1.0
1369,47,near_right,Left,right,1.0,9.0,3.0,49320823,left,0.0,1.25,Frisbee,Near,Relative,Right,flipper,0.0
1370,48,near_right,Away,left,1.0,10.0,15.0,49320823,left,1.0,1.2480000000000189,Frisbee,Near,Absolute,Right,flipper,1.0
1371,49,near_right,Home,left,1.0,11.0,7.0,49320823,left,1.0,3.9979999999999913,Frisbee,Near,Absolute,Right,flipper,1.0
1372,50,far_left,Right,left,1.0,12.0,8.0,49320823,left,1.0,3.2469999999999857,Frisbee,Far,Relative,Left,flipper,1.0
1373,51,near_left,Away,right,1.0,13.0,14.0,49320823,right,1.0,1.0170000000000528,Frisbee,Near,Absolute,Left,flipper,1.0
1374,52,far_right,Right,right,1.0,14.0,9.0,49320823,right,1.0,1.3029999999999973,Frisbee,Far,Relative,Right,flipper,1.0
1375,53,near_right,Right,right,1.0,15.0,11.0,49320823,right,1.0,0.8490000000000464,Frisbee,Near,Relative,Right,flipper,1.0
1376,54,far_right,Left,left,2.0,0.0,1.0,49320823,left,1.0,1.4130000000000111,Frisbee,Far,Relative,Right,flipper,1.0
1377,55,far_left,Left,left,2.0,1.0,0.0,49320823,left,1.0,1.1860000000000357,Frisbee,Far,Relative,Left,flipper,1.0
1378,56,near_left,Home,left,2.0,2.0,6.0,49320823,left,1.0,1.6339999999999577,Frisbee,Near,Absolute,Left,flipper,1.0
1379,57,near_right,Away,left,2.0,3.0,15.0,49320823,left,1.0,1.3149999999999975,Frisbee,Near,Absolute,Right,flipper,1.0
1380,58,far_left,Right,left,2.0,4.0,8.0,49320823,left,1.0,1.5649999999999975,Frisbee,Far,Relative,Left,flipper,1.0
1381,59,near_right,Home,left,2.0,5.0,7.0,49320823,left,1.0,1.5860000000000127,Frisbee,Near,Absolute,Right,flipper,1.0
1382,60,far_right,Home,right,2.0,6.0,5.0,49320823,right,1.0,0.9979999999999905,Frisbee,Far,Absolute,Right,flipper,1.0
1383,61,near_right,Right,right,2.0,7.0,11.0,49320823,left,0.0,1.1189999999999714,Frisbee,Near,Relative,Right,flipper,0.0
1384,62,far_left,Home,right,2.0,8.0,4.0,49320823,right,1.0,2.0480000000000023,Frisbee,Far,Absolute,Left,flipper,1.0
1385,63,far_left,Away,right,2.0,9.0,12.0,49320823,right,1.0,1.6970000000000027,Frisbee,Far,Absolute,Left,flipper,1.0
1386,64,far_right,Right,right,2.0,10.0,9.0,49320823,right,1.0,0.9490000000000124,Frisbee,Far,Relative,Right,flipper,1.0
1387,65,near_left,Right,left,2.0,11.0,10.0,49320823,left,1.0,0.983000000000004,Frisbee,Near,Relative,Left,flipper,1.0
1388,66,near_right,Left,right,2.0,12.0,3.0,49320823,right,1.0,1.0179999999999725,Frisbee,Near,Relative,Right,flipper,1.0
1389,67,near_left,Left,right,2.0,13.0,2.0,49320823,right,1.0,1.01400000000001,Frisbee,Near,Relative,Left,flipper,1.0
1390,68,far_right,Away,left,2.0,14.0,13.0,49320823,left,1.0,0.8650000000000091,Frisbee,Far,Absolute,Right,flipper,1.0
1391,69,near_left,Away,right,2.0,15.0,14.0,49320823,right,1.0,0.9459999999999696,Frisbee,Near,Absolute,Left,flipper,1.0
1392,70,far_right,Left,left,3.0,0.0,1.0,49320823,left,1.0,1.0830000000000268,Frisbee,Far,Relative,Right,flipper,1.0
1393,71,far_right,Right,right,3.0,1.0,9.0,49320823,right,1.0,0.84699999999998,Frisbee,Far,Relative,Right,flipper,1.0
1394,72,near_left,Home,left,3.0,2.0,6.0,49320823,left,1.0,1.1490000000000011,Frisbee,Near,Absolute,Left,flipper,1.0
1395,73,near_left,Right,left,3.0,3.0,10.0,49320823,left,1.0,0.8499999999999659,Frisbee,Near,Relative,Left,flipper,1.0
1396,74,far_left,Home,right,3.0,4.0,4.0,49320823,right,1.0,0.983000000000004,Frisbee,Far,Absolute,Left,flipper,1.0
1397,75,near_right,Home,left,3.0,5.0,7.0,49320823,left,1.0,2.1340000000000146,Frisbee,Near,Absolute,Right,flipper,1.0
1398,76,near_left,Left,right,3.0,6.0,2.0,49320823,right,1.0,1.3839999999999577,Frisbee,Near,Relative,Left,flipper,1.0
1399,77,near_left,Away,right,3.0,7.0,14.0,49320823,right,1.0,2.348999999999989,Frisbee,Near,Absolute,Left,flipper,1.0
1400,78,far_right,Away,left,3.0,8.0,13.0,49320823,left,1.0,1.3829999999999814,Frisbee,Far,Absolute,Right,flipper,1.0
1401,79,far_left,Left,left,3.0,9.0,0.0,49320823,left,1.0,1.217999999999961,Frisbee,Far,Relative,Left,flipper,1.0
1402,80,near_right,Away,left,3.0,10.0,15.0,49320823,right,0.0,0.7329999999999472,Frisbee,Near,Absolute,Right,flipper,0.0
1403,81,far_left,Right,left,3.0,11.0,8.0,49320823,left,1.0,0.9510000000000218,Frisbee,Far,Relative,Left,flipper,1.0
1404,82,near_right,Left,right,3.0,12.0,3.0,49320823,right,1.0,0.7660000000000196,Frisbee,Near,Relative,Right,flipper,1.0
1405,83,near_right,Right,right,3.0,13.0,11.0,49320823,right,1.0,0.7159999999999513,Frisbee,Near,Relative,Right,flipper,1.0
1406,84,far_right,Home,right,3.0,14.0,5.0,49320823,right,1.0,0.9480000000000359,Frisbee,Far,Absolute,Right,flipper,1.0
1407,85,far_left,Away,right,3.0,15.0,12.0,49320823,right,1.0,0.9390000000000214,Frisbee,Far,Absolute,Left,flipper,1.0
1408,22,near_left,Home,left,0.0,0.0,6.0,49541095,left,1.0,1.3669999999999618,Frisbee,Near,Absolute,Left,nonflipper,1.0
1409,23,near_left,Left,right,0.0,1.0,2.0,49541095,right,1.0,1.0820000000000505,Frisbee,Near,Relative,Left,nonflipper,1.0
1410,24,near_left,Right,left,0.0,2.0,10.0,49541095,left,1.0,0.8159999999999741,Frisbee,Near,Relative,Left,nonflipper,1.0
1411,25,far_right,Away,left,0.0,3.0,13.0,49541095,left,1.0,1.0840000000000032,Frisbee,Far,Absolute,Right,nonflipper,1.0
1412,26,far_right,Home,right,0.0,4.0,5.0,49541095,right,1.0,1.66700000000003,Frisbee,Far,Absolute,Right,nonflipper,1.0
1413,27,far_right,Right,right,0.0,5.0,9.0,49541095,right,1.0,0.9329999999999928,Frisbee,Far,Relative,Right,nonflipper,1.0
1414,28,far_right,Left,left,0.0,6.0,1.0,49541095,left,1.0,0.9680000000000176,Frisbee,Far,Relative,Right,nonflipper,1.0
1415,29,far_left,Away,right,0.0,7.0,12.0,49541095,right,1.0,1.0849999999999795,Frisbee,Far,Absolute,Left,nonflipper,1.0
1416,30,near_right,Left,right,0.0,8.0,3.0,49541095,right,1.0,1.483000000000004,Frisbee,Near,Relative,Right,nonflipper,1.0
1417,31,far_left,Home,right,0.0,9.0,4.0,49541095,right,1.0,1.3340000000000032,Frisbee,Far,Absolute,Left,nonflipper,1.0
1418,32,near_right,Right,right,0.0,10.0,11.0,49541095,right,1.0,0.9340000000000259,Frisbee,Near,Relative,Right,nonflipper,1.0
1419,33,far_left,Right,left,0.0,11.0,8.0,49541095,left,1.0,0.8840000000000146,Frisbee,Far,Relative,Left,nonflipper,1.0
1420,34,near_right,Away,left,0.0,12.0,15.0,49541095,left,1.0,0.9329999999999928,Frisbee,Near,Absolute,Right,nonflipper,1.0
1421,35,far_left,Left,left,0.0,13.0,0.0,49541095,left,1.0,1.4499999999999886,Frisbee,Far,Relative,Left,nonflipper,1.0
1422,36,near_right,Home,left,0.0,14.0,7.0,49541095,left,1.0,1.2169999999999843,Frisbee,Near,Absolute,Right,nonflipper,1.0
1423,37,near_left,Away,right,0.0,15.0,14.0,49541095,right,1.0,0.9330000000000496,Frisbee,Near,Absolute,Left,nonflipper,1.0
1424,38,near_right,Left,right,1.0,0.0,3.0,49541095,right,1.0,1.6479999999999675,Frisbee,Near,Relative,Right,nonflipper,1.0
1425,39,far_left,Away,right,1.0,1.0,12.0,49541095,right,1.0,0.9500000000000456,Frisbee,Far,Absolute,Left,nonflipper,1.0
1426,40,far_right,Away,left,1.0,2.0,13.0,49541095,left,1.0,0.9829999999999472,Frisbee,Far,Absolute,Right,nonflipper,1.0
1427,41,near_left,Left,right,1.0,3.0,2.0,49541095,right,1.0,0.8669999999999618,Frisbee,Near,Relative,Left,nonflipper,1.0
1428,42,near_left,Home,left,1.0,4.0,6.0,49541095,left,1.0,0.8500000000000227,Frisbee,Near,Absolute,Left,nonflipper,1.0
1429,43,near_left,Right,left,1.0,5.0,10.0,49541095,left,1.0,0.8659999999999854,Frisbee,Near,Relative,Left,nonflipper,1.0
1430,44,near_right,Away,left,1.0,6.0,15.0,49541095,left,1.0,0.8170000000000073,Frisbee,Near,Absolute,Right,nonflipper,1.0
1431,45,near_right,Home,left,1.0,7.0,7.0,49541095,left,1.0,1.3679999999999952,Frisbee,Near,Absolute,Right,nonflipper,1.0
1432,46,far_right,Home,right,1.0,8.0,5.0,49541095,right,1.0,1.9499999999999889,Frisbee,Far,Absolute,Right,nonflipper,1.0
1433,47,far_right,Left,left,1.0,9.0,1.0,49541095,left,1.0,1.1490000000000011,Frisbee,Far,Relative,Right,nonflipper,1.0
1434,48,far_left,Right,left,1.0,10.0,8.0,49541095,left,1.0,0.8500000000000227,Frisbee,Far,Relative,Left,nonflipper,1.0
1435,49,far_left,Home,right,1.0,11.0,4.0,49541095,right,1.0,0.8990000000000009,Frisbee,Far,Absolute,Left,nonflipper,1.0
1436,50,near_right,Right,right,1.0,12.0,11.0,49541095,right,1.0,0.8000000000000114,Frisbee,Near,Relative,Right,nonflipper,1.0
1437,51,far_left,Left,left,1.0,13.0,0.0,49541095,left,1.0,1.0679999999999836,Frisbee,Far,Relative,Left,nonflipper,1.0
1438,52,near_left,Away,right,1.0,14.0,14.0,49541095,right,1.0,0.8669999999999618,Frisbee,Near,Absolute,Left,nonflipper,1.0
1439,53,far_right,Right,right,1.0,15.0,9.0,49541095,right,1.0,0.7330000000000041,Frisbee,Far,Relative,Right,nonflipper,1.0
1440,54,far_left,Right,left,2.0,0.0,8.0,49541095,left,1.0,0.7160000000000082,Frisbee,Far,Relative,Left,nonflipper,1.0
1441,55,near_left,Left,right,2.0,1.0,2.0,49541095,right,1.0,0.8169999999999504,Frisbee,Near,Relative,Left,nonflipper,1.0
1442,56,near_left,Home,left,2.0,2.0,6.0,49541095,left,1.0,0.7660000000000196,Frisbee,Near,Absolute,Left,nonflipper,1.0
1443,57,near_right,Right,right,2.0,3.0,11.0,49541095,right,1.0,0.6859999999999786,Frisbee,Near,Relative,Right,nonflipper,1.0
1444,58,near_left,Away,right,2.0,4.0,14.0,49541095,right,1.0,0.9850000000000136,Frisbee,Near,Absolute,Left,nonflipper,1.0
1445,59,far_right,Left,left,2.0,5.0,1.0,49541095,left,1.0,0.7830000000000155,Frisbee,Far,Relative,Right,nonflipper,1.0
1446,60,far_right,Right,right,2.0,6.0,9.0,49541095,right,1.0,0.6999999999999886,Frisbee,Far,Relative,Right,nonflipper,1.0
1447,61,near_right,Away,left,2.0,7.0,15.0,49541095,left,1.0,0.8670000000000186,Frisbee,Near,Absolute,Right,nonflipper,1.0
1448,62,near_right,Home,left,2.0,8.0,7.0,49541095,left,1.0,0.983000000000004,Frisbee,Near,Absolute,Right,nonflipper,1.0
1449,63,near_left,Right,left,2.0,9.0,10.0,49541095,left,1.0,0.9319999999999596,Frisbee,Near,Relative,Left,nonflipper,1.0
1450,64,far_left,Home,right,2.0,10.0,4.0,49541095,right,1.0,1.3830000000000382,Frisbee,Far,Absolute,Left,nonflipper,1.0
1451,65,far_right,Home,right,2.0,11.0,5.0,49541095,right,1.0,2.300000000000012,Frisbee,Far,Absolute,Right,nonflipper,1.0
1452,66,far_right,Away,left,2.0,12.0,13.0,49541095,left,1.0,1.3489999999999895,Frisbee,Far,Absolute,Right,nonflipper,1.0
1453,67,far_left,Left,left,2.0,13.0,0.0,49541095,left,1.0,1.566000000000031,Frisbee,Far,Relative,Left,nonflipper,1.0
1454,68,far_left,Away,right,2.0,14.0,12.0,49541095,right,1.0,0.9670000000000414,Frisbee,Far,Absolute,Left,nonflipper,1.0
1455,69,near_right,Left,right,2.0,15.0,3.0,49541095,right,1.0,1.1829999999999927,Frisbee,Near,Relative,Right,nonflipper,1.0
1456,70,near_left,Home,left,3.0,0.0,6.0,49541095,left,1.0,1.1340000000000146,Frisbee,Near,Absolute,Left,nonflipper,1.0
