participant,Unnamed: 0,stim1,prompt1,answer1,trialsthisRepN,trialsthisTrialN,trialsthisIndex,Trials_responsekeys,Trials_responsecorr,Trials_responsert,condition,stimLoc,promptType,leftRight,flipper,newCorrect,Sex,Age,SBSOD_AVERAGE,Friz_Total_Years_Played,Friz_Force_Preference,Friz_Position,Friz_Handedness,Friz_First_is_1
3771103,52,far_left,Away,right,1.0,14.0,12.0,right,1.0,0.714999999999975,Frisbee,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,53,far_left,Right,left,1.0,15.0,8.0,left,1.0,0.6970000000000027,Frisbee,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,54,far_right,Left,left,2.0,0.0,1.0,left,1.0,1.1480000000000246,Frisbee,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,55,near_right,Left,right,2.0,1.0,3.0,right,1.0,1.2969999999999686,Frisbee,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,56,far_left,Left,left,2.0,2.0,0.0,left,1.0,1.6620000000000346,Frisbee,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,57,near_left,Right,left,2.0,3.0,10.0,left,1.0,0.8149999999999977,Frisbee,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,58,near_left,Left,right,2.0,4.0,2.0,right,1.0,1.2139999999999986,Frisbee,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,59,far_left,Away,right,2.0,5.0,12.0,right,1.0,0.8319999999999936,Frisbee,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,60,far_right,Away,left,2.0,6.0,13.0,left,1.0,0.5319999999999823,Frisbee,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,61,far_right,Right,right,2.0,7.0,9.0,right,1.0,0.7980000000000018,Frisbee,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,62,near_left,Away,right,2.0,8.0,14.0,right,1.0,0.7139999999999986,Frisbee,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,63,far_right,Home,right,2.0,9.0,5.0,right,1.0,1.2139999999999986,Frisbee,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,64,far_left,Right,left,2.0,10.0,8.0,left,1.0,0.6980000000000359,Frisbee,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,65,near_left,Home,left,2.0,11.0,6.0,left,1.0,1.1639999999999873,Frisbee,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,66,near_right,Right,right,2.0,12.0,11.0,right,1.0,0.632000000000005,Frisbee,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,67,far_left,Home,right,2.0,13.0,4.0,right,1.0,1.2139999999999986,Frisbee,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,68,near_right,Home,left,2.0,14.0,7.0,left,1.0,1.3140000000000214,Frisbee,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,69,near_right,Away,left,2.0,15.0,15.0,left,1.0,0.7810000000000059,Frisbee,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,70,far_right,Right,right,3.0,0.0,9.0,right,1.0,0.8810000000000286,Frisbee,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,71,far_left,Home,right,3.0,1.0,4.0,right,1.0,1.34699999999998,Frisbee,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,72,near_left,Away,right,3.0,2.0,14.0,right,1.0,0.9979999999999905,Frisbee,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,73,near_left,Home,left,3.0,3.0,6.0,left,1.0,1.2959999999999925,Frisbee,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,74,near_left,Left,right,3.0,4.0,2.0,right,1.0,1.0470000000000257,Frisbee,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,75,far_left,Left,left,3.0,5.0,0.0,left,1.0,1.2799999999999727,Frisbee,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,76,far_right,Away,left,3.0,6.0,13.0,left,1.0,0.9470000000000028,Frisbee,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,77,near_right,Home,left,3.0,7.0,7.0,left,1.0,1.164000000000044,Frisbee,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,78,far_right,Home,right,3.0,8.0,5.0,right,1.0,1.09699999999998,Frisbee,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,79,far_right,Left,left,3.0,9.0,1.0,left,1.0,0.8979999999999677,Frisbee,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,80,far_left,Away,right,3.0,10.0,12.0,right,1.0,0.8310000000000173,Frisbee,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,81,near_right,Right,right,3.0,11.0,11.0,right,1.0,0.8140000000000214,Frisbee,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,82,near_left,Right,left,3.0,12.0,10.0,left,1.0,0.7309999999999945,Frisbee,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,83,far_left,Right,left,3.0,13.0,8.0,left,1.0,0.6150000000000091,Frisbee,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,84,near_right,Left,right,3.0,14.0,3.0,right,1.0,0.9309999999999832,Frisbee,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,85,near_right,Away,left,3.0,15.0,15.0,left,1.0,0.6650000000000205,Frisbee,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,22,near_right,Left,left,0.0,0.0,11.0,left,1.0,0.8470000000000084,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,23,far_right,Home,right,0.0,1.0,1.0,left,0.0,0.931999999999988,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,24,far_left,Right,left,0.0,2.0,12.0,left,1.0,2.144999999999982,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,26,near_left,Left,left,0.0,4.0,10.0,left,1.0,1.1469999999999914,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,27,near_right,Away,left,0.0,5.0,7.0,left,1.0,1.6799999999999784,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,28,near_left,Home,left,0.0,6.0,2.0,left,1.0,0.9309999999999832,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,29,far_right,Right,left,0.0,7.0,13.0,left,1.0,1.3789999999999625,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,30,near_left,Away,right,0.0,8.0,6.0,right,1.0,1.9449999999999927,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,31,far_right,Left,right,0.0,9.0,9.0,right,1.0,1.2130000000000225,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,32,near_right,Home,right,0.0,10.0,3.0,right,1.0,1.0300000000000296,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,33,far_right,Away,left,0.0,11.0,5.0,right,0.0,1.079999999999984,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,34,near_right,Right,right,0.0,12.0,15.0,right,1.0,2.0120000000000005,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,35,near_left,Right,right,0.0,13.0,14.0,right,1.0,0.6480000000000246,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,36,far_left,Left,right,0.0,14.0,8.0,right,1.0,1.3460000000000036,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,37,far_left,Home,left,0.0,15.0,0.0,right,0.0,0.8969999999999914,Navigation,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,39,near_left,Right,right,1.0,1.0,14.0,right,1.0,1.495999999999981,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,40,near_left,Home,left,1.0,2.0,2.0,left,1.0,1.113999999999976,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,41,far_right,Home,right,1.0,3.0,1.0,left,0.0,1.4639999999999986,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,42,near_right,Away,left,1.0,4.0,7.0,left,1.0,1.4130000000000111,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,43,far_left,Right,left,1.0,5.0,12.0,left,1.0,1.0139999999999532,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,44,near_left,Left,left,1.0,6.0,10.0,left,1.0,0.9479999999999792,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,45,near_right,Left,left,1.0,7.0,11.0,left,1.0,0.7809999999999491,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,46,far_right,Left,right,1.0,8.0,9.0,right,1.0,0.8979999999999677,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,47,near_right,Home,right,1.0,9.0,3.0,right,1.0,0.9809999999999944,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,48,far_right,Away,left,1.0,10.0,5.0,right,0.0,1.8949999999999816,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,49,near_left,Away,right,1.0,11.0,6.0,right,1.0,1.0470000000000257,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,50,far_left,Left,right,1.0,12.0,8.0,right,1.0,1.26400000000001,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,52,far_right,Right,left,1.0,14.0,13.0,left,1.0,1.2300000000000182,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,53,near_right,Right,right,1.0,15.0,15.0,right,1.0,1.0150000000000432,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,54,near_left,Left,left,2.0,0.0,10.0,left,1.0,0.6650000000000205,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,55,far_right,Away,left,2.0,1.0,5.0,right,0.0,1.4300000000000068,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,56,far_right,Right,left,2.0,2.0,13.0,left,1.0,1.1639999999999873,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,57,near_left,Right,right,2.0,3.0,14.0,right,1.0,1.113999999999976,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,58,near_left,Home,left,2.0,4.0,2.0,left,1.0,0.6480000000000246,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,59,far_left,Right,left,2.0,5.0,12.0,left,1.0,1.0809999999999604,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,60,far_left,Home,left,2.0,6.0,0.0,right,0.0,1.4300000000000068,Navigation,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,61,far_left,Away,right,2.0,7.0,4.0,left,0.0,1.8109999999999784,Navigation,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,62,near_right,Home,right,2.0,8.0,3.0,right,1.0,0.9809999999999944,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,63,far_left,Left,right,2.0,9.0,8.0,right,1.0,0.8310000000000173,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,64,far_right,Home,right,2.0,10.0,1.0,left,0.0,1.5960000000000036,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,65,far_right,Left,right,2.0,11.0,9.0,right,1.0,1.1140000000000327,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,66,near_right,Left,left,2.0,12.0,11.0,left,1.0,0.7150000000000318,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,67,near_right,Right,right,2.0,13.0,15.0,right,1.0,0.6820000000000164,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,68,near_left,Away,right,2.0,14.0,6.0,right,1.0,0.6990000000000123,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,69,near_right,Away,left,2.0,15.0,7.0,left,1.0,0.3499999999999659,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,70,far_left,Away,right,3.0,0.0,4.0,left,0.0,1.9119999999999773,Navigation,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,71,near_left,Right,right,3.0,1.0,14.0,right,1.0,0.8969999999999914,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,72,near_right,Right,right,3.0,2.0,15.0,right,1.0,0.9809999999999944,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,73,near_right,Left,left,3.0,3.0,11.0,left,1.0,0.7650000000000432,Navigation,Near,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,74,near_left,Left,left,3.0,4.0,10.0,left,1.0,0.5480000000000018,Navigation,Near,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,75,near_right,Home,right,3.0,5.0,3.0,right,1.0,0.6659999999999968,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,76,near_left,Home,left,3.0,6.0,2.0,left,1.0,0.632000000000005,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,77,far_right,Away,left,3.0,7.0,5.0,right,0.0,1.2129999999999654,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,79,far_left,Right,left,3.0,9.0,12.0,left,1.0,1.5130000000000337,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,80,far_left,Home,left,3.0,10.0,0.0,right,0.0,1.2959999999999925,Navigation,Far,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,81,far_right,Left,right,3.0,11.0,9.0,right,1.0,1.1469999999999914,Navigation,Far,Relative,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,82,near_left,Away,right,3.0,12.0,6.0,right,1.0,0.9639999999999986,Navigation,Near,Absolute,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,83,far_left,Left,right,3.0,13.0,8.0,right,1.0,1.495999999999981,Navigation,Far,Relative,Left,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,84,near_right,Away,left,3.0,14.0,7.0,left,1.0,1.1639999999999873,Navigation,Near,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3771103,85,far_right,Home,right,3.0,15.0,1.0,left,0.0,2.045000000000016,Navigation,Far,Absolute,Right,flipper,1.0,female,21,2.6666666666666665,7,Home / Away,Both,Right,2
3880734,22,far_left,Home,right,0.0,0.0,4.0,right,1.0,2.6660000000001682,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,23,far_left,Away,right,0.0,1.0,12.0,right,1.0,1.68100000000004,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,24,near_left,Home,left,0.0,2.0,6.0,left,1.0,1.7320000000001985,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,25,near_left,Left,right,0.0,3.0,2.0,right,1.0,1.8330000000000841,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,26,far_left,Right,left,0.0,4.0,8.0,left,1.0,2.434999999999945,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,27,far_right,Home,right,0.0,5.0,5.0,right,1.0,1.9819999999999711,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,28,near_right,Home,left,0.0,6.0,7.0,left,1.0,1.7149999999999184,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,29,near_right,Away,left,0.0,7.0,15.0,left,1.0,1.7650000000001,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,30,far_right,Right,right,0.0,8.0,9.0,right,1.0,1.9650000000001453,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,31,far_left,Left,left,0.0,9.0,0.0,left,1.0,1.851999999999861,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,32,near_left,Right,left,0.0,10.0,10.0,left,1.0,1.5160000000000764,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,33,near_right,Right,right,0.0,11.0,11.0,right,1.0,1.6359999999999673,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,34,near_right,Left,right,0.0,12.0,3.0,right,1.0,1.3379999999999654,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,35,far_right,Left,left,0.0,13.0,1.0,left,1.0,1.2329999999999472,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,36,near_left,Away,right,0.0,14.0,14.0,right,1.0,1.566000000000031,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,37,far_right,Away,left,0.0,15.0,13.0,left,1.0,1.4639999999999418,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,38,far_left,Away,right,1.0,0.0,12.0,right,1.0,1.1990000000000691,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,39,far_left,Left,left,1.0,1.0,0.0,left,1.0,1.5330000000001291,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,40,near_right,Left,right,1.0,2.0,3.0,right,1.0,1.0489999999999782,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,41,near_right,Away,left,1.0,3.0,15.0,left,1.0,1.1489999999998872,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,42,near_left,Home,left,1.0,4.0,6.0,left,1.0,1.1990000000000691,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,43,far_right,Right,right,1.0,5.0,9.0,right,1.0,1.4329999999999927,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,44,near_left,Left,right,1.0,6.0,2.0,right,1.0,1.4159999999999398,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,45,far_left,Right,left,1.0,7.0,8.0,left,1.0,1.3659999999999854,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,46,far_right,Away,left,1.0,8.0,13.0,left,1.0,1.3680000000001655,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,47,near_left,Right,left,1.0,9.0,10.0,left,1.0,1.0,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,48,far_right,Left,left,1.0,10.0,1.0,left,1.0,1.1330000000000382,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,49,near_right,Home,left,1.0,11.0,7.0,left,1.0,1.5639999999998508,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,50,near_right,Right,right,1.0,12.0,11.0,right,1.0,1.5550000000000637,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,51,far_right,Home,right,1.0,13.0,5.0,right,1.0,1.6159999999999854,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,52,far_left,Home,right,1.0,14.0,4.0,right,1.0,1.2840000000001055,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,53,near_left,Away,right,1.0,15.0,14.0,right,1.0,1.3670000000001892,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,54,far_right,Left,left,2.0,0.0,1.0,left,1.0,1.0170000000000528,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,55,near_right,Away,left,2.0,1.0,15.0,left,1.0,1.0979999999999563,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,56,near_right,Right,right,2.0,2.0,11.0,right,1.0,1.115000000000009,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,57,near_right,Home,left,2.0,3.0,7.0,left,1.0,1.2330000000001746,Frisbee,Near,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,58,far_left,Left,left,2.0,4.0,0.0,left,1.0,2.066000000000031,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,59,far_left,Right,left,2.0,5.0,8.0,left,1.0,1.2000000000000457,Frisbee,Far,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,60,near_left,Home,left,2.0,6.0,6.0,left,1.0,1.2980000000000018,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,61,near_left,Left,right,2.0,7.0,2.0,right,1.0,1.2819999999999254,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,62,near_right,Left,right,2.0,8.0,3.0,right,1.0,1.1490000000001146,Frisbee,Near,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,63,far_right,Home,right,2.0,9.0,5.0,right,1.0,1.6320000000000618,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,64,far_right,Away,left,2.0,10.0,13.0,left,1.0,1.2380000000000564,Frisbee,Far,Absolute,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,65,far_left,Away,right,2.0,11.0,12.0,right,1.0,1.6990000000000691,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,66,far_left,Home,right,2.0,12.0,4.0,right,1.0,1.1479999999999109,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,67,near_left,Away,right,2.0,13.0,14.0,right,1.0,1.1330000000000382,Frisbee,Near,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,68,far_right,Right,right,2.0,14.0,9.0,right,1.0,1.216000000000122,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,70,far_right,Left,left,3.0,0.0,1.0,left,1.0,3.5300000000002,Frisbee,Far,Relative,Right,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,71,near_left,Right,left,3.0,1.0,10.0,left,1.0,2.832000000000108,Frisbee,Near,Relative,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
3880734,72,far_left,Home,right,3.0,2.0,4.0,right,1.0,2.131000000000085,Frisbee,Far,Absolute,Left,nonflipper,1.0,female,28,4.466666666666667,10,Home / Away,Handler,Right,1
